PhysDataTblID,Location,Date,RiverMile,SpeciesCode,Count,FL..mm.,DistToBottom,Focal.Velocity,TCode,Depth,Velocity,Sub1,Sub2,Sub3,Sub4,Sub5,Sub6,IcovA,IcovB,IcovC,IcovE,IcovF,Ocov0,Ocov1,Ocov2,SurTurb,CGU,Distance,FishAge,SpecAge
116,Robinson Riffle,2001-04-10,61,CHN,40,45,5,0,3.4,20,0,0,0,60,40,0,0,100,0,0,0,0,100,0,0,10,g,4,0,chn0
116,Robinson Riffle,2001-04-10,61,CHN,80,50,1,0,12.3,37,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,10,g,3,0,chn0
116,Robinson Riffle,2001-04-10,61,RBTS,1,25,5,0,18.1,20,0,0,50,20,30,0,0,60,20,0,20,0,40,60,0,0,g,1,0,rbt0
116,Robinson Riffle,2001-04-10,61,RBTS,100,50,10,0,18.3,43,0,0,0,20,60,20,0,100,0,0,0,0,100,0,0,50,g,3,0,rbt0
117,Robinson Side Channel,2001-04-10,61,RBTS,1,25,5,0,3.2,20,0,0,0,0,40,50,10,75,0,0,25,0,50,50,0,0,g,2,0,rbt0
117,Robinson Side Channel,2001-04-10,61,RBTS,1,25,5,0,6.3,26,0,0,0,0,50,50,0,70,0,0,30,0,90,10,0,0,g,3,0,rbt0
117,Robinson Side Channel,2001-04-10,61,RBTS,1,25,1,0,9.1,15,0,0,0,0,40,50,10,40,0,0,60,0,30,70,0,0,g,1,0,rbt0
117,Robinson Side Channel,2001-04-10,61,RBTS,1,25,3,0,21.1,9,0,0,0,0,30,40,30,40,30,0,30,0,70,30,0,0,g,1,0,rbt0
117,Robinson Side Channel,2001-04-10,61,RBTS,1,25,10,0,21.2,14,0,0,0,0,20,80,0,50,0,0,50,0,50,50,0,0,g,2,0,rbt0
118,Weir Riffle,2001-04-10,61,CHN,50,50,2,0.93000001,21.4,28,1.58,0,0,20,50,30,0,100,0,0,0,0,100,0,0,0,g,4,0,chn0
118,Weir Riffle,2001-04-10,61,CHN,1,35,2,0,21.2,20,0,0,0,30,30,40,0,90,10,0,0,0,50,0,50,0,g,2,0,chn0
121,Vance (300 yards below-RR-right channel,2001-04-11,58.5,CHN,12,50,15,0,9.1,20,0,0,100,0,0,0,0,30,40,0,30,0,0,50,50,0,p,1,0,chn0
122,Across Big Hole Island ( River Right),2001-04-11,58,CHN,8,70,30,0,21.4,66,0,0,0,0,50,30,20,100,0,0,0,0,100,0,0,0,p,4,0,chn0
122,Across Big Hole Island ( River Right),2001-04-11,58,CHN,50,50,35,0,24.4,75,0,0,0,80,20,0,0,50,25,0,25,0,40,0,60,0,p,4,0,chn0
122,Across Big Hole Island ( River Right),2001-04-11,58,CHN,10,40,35,0,24.4,75,0,0,0,80,20,0,0,50,25,0,25,0,40,0,60,0,p,4,0,chn0
122,Across Big Hole Island ( River Right),2001-04-11,58,CHN,250,50,30,0,21.4,66,0,0,0,0,50,30,20,100,0,0,0,0,100,0,0,0,p,4,0,chn0
124,G95,2001-04-11,57.4,CHN,170,55,10,0.63999999,15.2,32,0.71,0,30,35,35,0,0,75,0,0,25,0,80,20,0,10,g,2,0,chn0
129,McFarland Riffle`,2001-04-12,52.5,CHN,15,50,10,1.3,18.3,55,1.3,0,0,80,20,0,0,100,0,0,0,0,100,0,0,25,g,3,0,chn0
130,Gridley Side Channel,2001-04-12,49.5,CHN,1,55,5,0,6.2,59,0,100,0,0,0,0,0,0,20,0,80,0,100,0,0,0,p,2,0,chn0
130,Gridley Side Channel,2001-04-12,49.5,CHN,18,55,2,0,15.3,24,0,0,10,90,0,0,0,100,0,0,0,0,100,0,0,0,g,3,0,chn0
131,Junkyard Riffle,2001-04-12,48.5,CHN,70,55,25,0,6.1,27,0,70,0,15,15,0,0,40,60,0,0,0,60,40,0,0,p,1,0,chn0
131,Junkyard Riffle,2001-04-12,48.5,CHN,550,55,30,0,9.1,51,0,100,0,0,0,0,0,75,10,0,15,0,85,15,0,0,p,1,0,chn0
131,Junkyard Riffle,2001-04-12,48.5,CHN,10,50,30,0,12.1,91,0,90,0,0,10,0,0,90,0,0,10,0,75,25,0,0,p,1,0,chn0
131,Junkyard Riffle,2001-04-12,48.5,CHN,6,60,30,0,15.2,71,0,100,0,0,0,0,0,100,0,0,0,0,0,0,100,0,p,2,0,chn0
132,gridley riffle,2001-03-19,49.5,CHN,200,45,7,0,0.1,8,0,0,100,0,0,0,0,25,75,0,0,0,65,10,25,0,p,1,0,chn0
132,gridley riffle,2001-03-19,49.5,RBTS,1,25,5,0,0.3,71,0,0,100,0,0,0,0,40,60,0,0,0,30,70,0,0,g,3,0,rbt0
132,gridley riffle,2001-03-19,49.5,CHN,100,45,4,0,3.1,7,0,0,100,0,0,0,0,0,100,0,0,0,25,75,0,0,p,1,0,chn0
132,gridley riffle,2001-03-19,49.5,CHN,1000,40,50,0.30000001,9.3,65,0.42,0,75,25,0,0,0,90,10,0,0,0,100,0,0,0,p,3,0,chn0
132,gridley riffle,2001-03-19,49.5,CHN,1000,40,25,0.36000001,21.2,31,0.36,0,10,90,0,0,0,90,10,0,0,0,100,0,0,0,g,2,0,chn0
132,gridley riffle,2001-03-19,49.5,CHN,500,45,30,0,21.4,54,0.53,0,70,30,0,0,0,100,0,0,0,0,100,0,0,10,g,4,0,chn0
132,gridley riffle,2001-03-19,49.5,SASQ,3,100,6,0,0.1,8,0,0,100,0,0,0,0,25,75,0,0,0,65,10,25,0,p,1,1,
132,gridley riffle,2001-03-19,49.5,CHN,5,75,5,0,0.1,8,0,0,100,0,0,0,0,25,75,0,0,0,65,10,25,0,p,1,0,chn0
132,gridley riffle,2001-03-19,49.5,CHN,75,45,10,0,0.3,71,0,0,100,0,0,0,0,40,60,0,0,0,30,70,0,0,g,3,0,chn0
133,shallow riffle,2001-03-19,47,RBTS,1,25,5,0.25,0.3,26,0,0,20,60,20,0,0,100,0,0,0,0,100,0,0,0,p,3,0,rbt0
133,shallow riffle,2001-03-19,47,SASQ,25,90,10,0,3.4,30,0.24,0,0,20,80,0,0,100,0,0,0,0,100,0,0,0,p,4,0,
133,shallow riffle,2001-03-19,47,CHN,20,45,25,0,3.4,30,0.24,0,0,20,80,0,0,100,0,0,0,0,100,0,0,0,p,4,0,chn0
133,shallow riffle,2001-03-19,47,CHN,100,35,10,0,6.3,24,0,0,0,0,90,10,0,100,0,0,0,0,100,0,0,0,p,3,0,chn0
133,shallow riffle,2001-03-19,47,SASQ,75,100,10,0,9.4,62,0,0,0,0,80,20,0,100,0,0,0,0,100,0,0,0,p,4,1,
133,shallow riffle,2001-03-19,47,SASQ,1000,50,60,0,15.3,90,0,0,0,0,100,0,0,60,40,0,0,0,0,10,90,0,p,3,0,
133,shallow riffle,2001-03-19,47,SASQ,500,70,60,0,15.3,90,0,0,0,0,100,0,0,60,40,0,0,0,0,10,90,0,p,3,0,
133,shallow riffle,2001-03-19,47,SASQ,200,100,60,0,15.3,90,0,0,0,0,100,0,0,60,40,0,0,0,0,10,90,0,p,3,1,
133,shallow riffle,2001-03-19,47,SASQ,50,150,60,0,15.3,90,0,0,0,0,100,0,0,60,40,0,0,0,0,10,90,0,p,3,1,
133,shallow riffle,2001-03-19,47,CHN,150,35,60,0,15.3,90,0,0,0,0,100,0,0,60,40,0,0,0,0,10,90,0,p,3,0,chn0
133,shallow riffle,2001-03-19,47,CHN,50,70,75,0,15.4,100,0,0,0,0,40,60,0,100,0,0,0,0,0,10,90,0,p,4,0,chn0
133,shallow riffle,2001-03-19,47,TP,50,90,60,0,24.4,200,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,p,4,0,
133,shallow riffle,2001-03-19,47,SASQ,50,75,100,0,24.4,200,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,p,4,0,
133,shallow riffle,2001-03-19,47,CHN,200,40,100,0,24.4,200,0,0,100,0,0,0,0,100,0,0,0,0,100,0,0,0,p,4,0,chn0
134,herringer main river left,2001-03-19,46,CHN,1,40,10,0.55000001,0.2,21,0.38,0,100,0,0,0,0,100,0,0,0,0,100,0,0,10,g,2,0,chn0
135,g95 rr downstream head,2001-03-13,57.3,CHN,75,45,10,0.5,0.2,40,0.5,0,0,50,40,10,0,80,20,0,0,0,100,0,0,20,g,2,0,chn0
135,g95 rr downstream head,2001-03-13,57.3,CHN,10,45,10,1.4,0.3,82,1.4,0,0,10,40,50,0,100,0,0,0,0,100,0,0,25,g,3,0,chn0
135,g95 rr downstream head,2001-03-13,57.3,CHN,50,55,20,0.69999999,3.2,76,1,0,0,10,30,60,0,90,10,0,0,0,100,0,0,15,g,2,0,chn0
135,g95 rr downstream head,2001-03-13,57.3,CHN,20,65,20,0.69999999,3.2,76,1,0,0,10,30,60,0,90,10,0,0,0,100,0,0,15,g,2,0,chn0
135,g95 rr downstream head,2001-03-13,57.3,CHN,300,50,25,0.64999998,6.2,77,1.1,0,20,0,40,40,0,90,10,0,0,0,30,70,0,0,g,2,0,chn0
135,g95 rr downstream head,2001-03-13,57.3,CHN,350,45,10,0,12.2,43,0.56,0,75,15,0,0,10,15,85,0,0,0,90,10,0,0,p,2,0,chn0
135,g95 rr downstream head,2001-03-13,57.3,CHN,300,40,10,0,18.1,30,0.5,0,40,20,40,0,0,25,75,0,0,0,0,25,75,0,p,1,0,chn0
135,g95 rr downstream head,2001-03-13,57.3,CHN,30,40,20,0.80000001,9.3,33,0.4,0,0,20,40,40,0,80,20,0,0,0,100,0,0,20,g,3,0,chn0
135,g95 rr downstream head,2001-03-13,57.3,CHN,40,40,30,0.69999999,12.4,73,0.56,0,0,20,60,20,0,100,0,0,0,0,100,0,0,10,p,4,0,chn0
135,g95 rr downstream head,2001-03-13,57.3,CHN,300,40,20,0.37,15.4,100,0.24,0,0,20,60,20,0,100,0,0,0,0,100,0,0,10,p,4,0,chn0
135,g95 rr downstream head,2001-03-13,57.3,CHN,500,40,60,0.2,15.3,72,0.41,0,0,10,60,30,0,100,0,0,0,0,100,0,0,10,p,3,0,chn0
135,g95 rr downstream head,2001-03-13,57.3,CHN,200,40,50,0,24.4,130,0.45,0,0,10,80,10,0,100,0,0,0,0,100,0,0,30,g,4,0,chn0
135,g95 rr downstream head,2001-03-13,57.3,CHN,200,40,110,0.41,21.4,150,0.37,0,80,20,0,0,0,100,0,0,0,0,100,0,0,0,p,4,0,chn0
135,g95 rr downstream head,2001-03-13,57.3,CHN,300,40,100,0.34999999,21.3,130,0.74,0,0,10,80,10,0,100,0,0,0,0,100,0,0,0,p,3,0,chn0
136,Steep Riffle,2001-03-13,61,RBTS,1,25,5,0,12.3,39,0,0,0,0,70,30,0,100,0,0,0,0,100,0,0,0,g,3,0,rbt0
136,Steep Riffle,2001-03-13,61,RBTS,5,25,5,0,15.1,11,0,10,0,30,20,40,0,30,10,0,60,0,100,0,0,0,g,1,0,rbt0
136,Steep Riffle,2001-03-13,61,RBTS,1,25,5,0.5,21.1,8,0,0,0,20,60,10,10,40,10,0,50,0,100,0,0,0,g,1,0,rbt0
136,Steep Riffle,2001-03-13,61,RBTS,3,25,5,0,24.2,20,0,0,10,50,20,20,0,75,15,0,10,0,100,0,0,15,r,2,0,rbt0
136,Steep Riffle,2001-03-13,61,CHN,1,35,5,0,15.1,11,0,10,0,30,20,40,0,30,10,0,60,0,100,0,0,0,g,1,0,chn0
136,Steep Riffle,2001-03-13,61,CHN,300,50,25,0,9.3,45,0,0,20,30,50,0,0,75,0,0,25,0,100,0,0,0,g,3,0,chn0
136,Steep Riffle,2001-03-13,61,RBTS,1,25,5,0,0.1,8,0,0,25,50,25,0,0,10,0,0,90,0,100,0,0,0,g,1,0,rbt0
137,Hatchery Riffle,2001-03-14,66.6,CHN,1,30,3,0,6.4,55,0,20,0,0,50,20,10,70,20,0,10,0,100,0,0,0,p,4,0,chn0
137,Hatchery Riffle,2001-03-14,66.6,RBTS,1,25,1,0,12.4,60,0,0,0,0,80,0,20,100,0,0,0,0,100,0,0,0,p,4,0,rbt0
137,Hatchery Riffle,2001-03-14,66.6,RBTS,3,25,5,0,6.1,26,0,30,0,0,30,40,0,0,90,0,10,0,80,20,0,0,p,1,0,rbt0
137,Hatchery Riffle,2001-03-14,66.6,RBTS,1,25,1,0,9.1,14,0,0,0,20,70,10,0,0,10,0,70,20,0,20,80,0,p,1,0,rbt0
137,Hatchery Riffle,2001-03-14,66.6,RBTS,3,25,5,0,12.1,13,0,0,0,0,100,0,0,60,20,0,20,0,100,0,0,0,p,1,0,rbt0
137,Hatchery Riffle,2001-03-14,66.6,RBTS,6,25,1,0,18.1,16,0,0,0,0,50,50,0,30,10,0,50,10,100,0,0,0,p,1,0,rbt0
137,Hatchery Riffle,2001-03-14,66.6,RBTS,1,25,5,0,21.1,11,0,0,0,0,0,30,70,20,10,0,70,0,100,0,0,0,p,1,0,rbt0
137,Hatchery Riffle,2001-03-14,66.6,RBTS,1,25,5,0,24.1,15,0,0,0,0,60,40,0,70,10,0,20,0,100,0,0,0,p,1,0,rbt0
137,Hatchery Riffle,2001-03-14,66.6,CHN,50,50,5,0,24.1,15,0,0,0,0,60,40,0,70,10,0,20,0,100,0,0,0,p,1,0,chn0
137,Hatchery Riffle,2001-03-14,66.6,RBTS,6,25,10,0,24.1,15,0,0,0,0,60,40,0,70,10,0,20,0,100,0,0,0,p,1,0,rbt0
137,Hatchery Riffle,2001-03-14,66.6,RBTS,5,25,10,0,18.1,16,0,0,0,0,50,50,0,30,10,0,50,10,100,0,0,0,p,1,0,rbt0
138,Auditorium,2001-03-14,66.5,RBTS,1,28,1,0,9.1,50,0.3,0,30,0,60,10,0,50,10,0,20,20,0,20,80,0,g,1,0,rbt0
138,Auditorium,2001-03-14,66.5,CHN,1,45,1.5,0,12.1,40,0.18,0,70,30,0,0,0,40,0,40,0,20,0,20,80,0,g,1,0,chn0
138,Auditorium,2001-03-14,66.5,CHN,35,35,1.5,0,12.1,40,0.18,0,70,30,0,0,0,40,0,40,0,20,0,20,80,0,g,1,0,chn0
138,Auditorium,2001-03-14,66.5,CHN,25,40,1.5,0.40000001,15.1,43,0.47,0,0,40,0,60,0,60,30,0,10,0,10,30,60,0,g,1,0,chn0
138,Auditorium,2001-03-14,66.5,CHN,200,35,1,0.20999999,18.1,8,0,20,20,60,0,0,0,20,30,0,50,0,50,50,0,0,g,1,0,chn0
138,Auditorium,2001-03-14,66.5,RBTS,5,25,1,0,18.1,8,0,20,20,60,0,0,0,20,30,0,50,0,50,50,0,0,g,1,0,rbt0
138,Auditorium,2001-03-14,66.5,RBTS,1,25,0.5,0,21.1,22,0,0,60,30,10,0,0,45,20,0,15,20,0,20,80,0,g,1,0,rbt0
138,Auditorium,2001-03-14,66.5,CHN,1,35,5,0.23999999,18.3,59,0.27,0,80,20,0,0,0,90,0,0,10,0,100,0,0,0,g,3,0,chn0
138,Auditorium,2001-03-14,66.5,CHN,1,35,1,0.16,21.3,66,0.47,10,90,0,0,0,0,90,10,0,0,0,20,0,80,0,g,3,0,chn0
139,"Bedrock Park, Unit #50",2001-03-14,65.9,RBTS,1,25,8,0.75,12.1,32,0.6,0,0,15,10,75,0,75,0,25,0,0,50,40,10,0,g,1,0,rbt0
139,"Bedrock Park, Unit #50",2001-03-14,65.9,CHN,1,35,3,0.31999999,12.1,32,0.6,0,0,15,10,75,0,75,0,25,0,0,50,40,10,0,g,1,0,chn0
140,"Trailer Park, Unit #98",2001-03-14,64.4,RBTS,1,25,7,0,3.1,12,0,0,10,0,90,0,0,50,10,0,40,0,100,0,0,0,p,1,0,rbt0
140,"Trailer Park, Unit #98",2001-03-14,64.4,CHN,50,35,10,0,0.4,36,0,0,0,0,60,40,0,90,10,0,0,0,100,0,0,0,p,4,0,chn0
140,"Trailer Park, Unit #98",2001-03-14,64.4,CHN,1,35,10,0,9.4,31,0,0,0,0,70,20,10,100,0,0,0,0,100,0,0,0,p,4,0,chn0
140,"Trailer Park, Unit #98",2001-03-14,64.4,RBTS,2,25,5,0,15.1,14,0,0,0,0,0,60,40,40,20,0,40,0,0,5,95,0,p,1,0,rbt0
140,"Trailer Park, Unit #98",2001-03-14,64.4,RBTS,1,25,2,0,15.1,14,0,0,0,0,0,60,40,40,20,0,40,0,0,5,95,0,p,1,0,rbt0
140,"Trailer Park, Unit #98",2001-03-14,64.4,CHN,1,35,5,0,15.3,32,0,0,0,0,80,10,10,100,0,0,0,0,95,0,5,0,p,3,0,chn0
140,"Trailer Park, Unit #98",2001-03-14,64.4,CHN,4,35,5,0,18.4,28,0,0,0,0,80,20,0,100,0,0,0,0,100,0,0,0,p,4,0,chn0
140,"Trailer Park, Unit #98",2001-03-14,64.4,RBTS,1,25,3,0,24.2,11,0,0,0,0,0,60,40,100,0,0,0,0,100,0,0,0,p,2,0,rbt0
140,"Trailer Park, Unit #98",2001-03-14,64.4,CHN,1,35,5,0,24.4,22,0,0,0,0,20,40,40,100,0,0,0,0,100,0,0,0,p,4,0,chn0
141,Matthews Riffle,2001-03-14,64,RBTS,1,25,5,0,21.1,12,0,0,0,0,30,60,10,20,0,0,80,0,100,0,0,0,r,1,0,rbt0
141,Matthews Riffle,2001-03-14,64,CHN,1,35,5,0,3.2,21,0,0,0,0,10,90,0,100,0,0,0,0,100,0,0,0,g,2,0,chn0
141,Matthews Riffle,2001-03-14,64,CHN,1,35,10,0,3.3,39,0,0,0,0,80,20,0,90,0,0,10,0,100,0,0,0,g,3,0,chn0
141,Matthews Riffle,2001-03-14,64,CHN,3,35,10,0,6.3,39,0,0,0,0,80,20,0,100,0,0,0,0,100,0,0,0,g,3,0,chn0
141,Matthews Riffle,2001-03-14,64,CHN,1,35,5,0,6.4,46,0,0,0,0,60,40,0,100,0,0,0,0,100,0,0,35,g,4,0,chn0
141,Matthews Riffle,2001-03-14,64,CHN,5,35,5,0,12.3,31,0,0,0,0,60,40,0,100,0,0,0,0,100,0,0,0,g,3,0,chn0
141,Matthews Riffle,2001-03-14,64,CHN,2,35,5,0,18.4,29,0,0,0,20,60,20,0,90,5,0,5,0,100,0,0,0,r,4,0,chn0
142,Robinson Riffle,2001-03-15,61.5,RBTS,2,25,3,0,3.1,30,0,0,90,10,0,0,0,30,0,0,70,0,50,20,30,0,p,1,0,rbt0
142,Robinson Riffle,2001-03-15,61.5,RBTS,2,25,3,0,6.1,17,0,10,40,0,50,0,0,80,0,0,10,10,90,10,0,0,p,1,0,rbt0
142,Robinson Riffle,2001-03-15,61.5,CHN,1500,40,5,0,18.2,35,0,0,100,0,0,0,0,10,80,0,10,0,0,0,100,0,p,2,0,chn0
142,Robinson Riffle,2001-03-15,61.5,RBTS,3,25,5,0,18.1,16,0,0,100,0,0,0,0,30,70,0,0,0,0,0,100,0,p,1,0,rbt0
142,Robinson Riffle,2001-03-15,61.5,CHN,30,40,5,0,18.1,16,0,0,100,0,0,0,0,30,70,0,0,0,0,0,100,0,p,1,0,chn0
143,Steep Side Channel,2001-03-15,61,RBTC,1,500,20,0.64999998,18.3,120,0.65,0,40,30,20,10,0,25,75,0,0,0,70,0,30,0,g,3,1,rbt1
143,Steep Side Channel,2001-03-15,61,RBTS,1,500,20,0.64999998,18.3,120,0.65,0,40,30,20,10,0,25,75,0,0,0,70,0,30,0,g,3,1,rbt1
143,Steep Side Channel,2001-03-15,61,CHN,400,45,50,0.76999998,9.2,51,0.77,0,60,0,0,20,20,20,80,0,0,0,50,0,50,0,g,2,0,chn0
143,Steep Side Channel,2001-03-15,61,CHN,50,50,50,0.76999998,9.2,51,0.77,0,60,0,0,20,20,20,80,0,0,0,50,0,50,0,g,2,0,chn0
143,Steep Side Channel,2001-03-15,61,CHN,20,60,50,0.76999998,9.2,51,0.77,0,60,0,0,20,20,20,80,0,0,0,50,0,50,0,g,2,0,chn0
143,Steep Side Channel,2001-03-15,61,CHN,5,40,10,0,0.1,15,1.11,0,20,20,30,0,30,25,0,0,75,0,0,50,50,0,g,1,0,chn0
143,Steep Side Channel,2001-03-15,61,CHN,1500,40,20,0,21.1,45,0,0,100,0,0,0,0,30,70,0,0,0,0,50,50,0,g,1,0,chn0
144,"Eye Riffle, Unit #208",2001-03-15,60.2,CHN,50,35,10,0.69999999,0.2,25,0,0,10,0,20,50,20,70,20,0,10,0,40,60,0,0,g,2,0,chn0
144,"Eye Riffle, Unit #208",2001-03-15,60.2,RBTS,1,25,8,0,3.1,12,0.75,0,20,0,60,20,0,20,20,0,60,0,10,0,90,0,g,1,0,rbt0
144,"Eye Riffle, Unit #208",2001-03-15,60.2,CHN,250,45,10,0.69999999,6.1,23,0.7,0,80,0,0,20,0,30,10,0,60,0,0,20,80,0,g,1,0,chn0
144,"Eye Riffle, Unit #208",2001-03-15,60.2,CHN,150,40,15,0.67000002,12.1,23,0.72,0,10,0,30,60,0,75,25,0,0,0,20,60,20,0,g,1,0,chn0
144,"Eye Riffle, Unit #208",2001-03-15,60.2,CHN,50,40,5,1.12,24.2,32,1.75,0,0,0,70,30,0,100,0,0,0,0,100,0,0,10,g,2,0,chn0
145,River Right Below Vance Ave Bridge,2001-03-15,58.5,CHN,25,40,10,0,3.3,35,0,40,0,0,50,0,10,100,0,0,0,0,100,0,0,0,g,3,0,chn0
146,Big Bar - Middle Island River Right,2001-03-15,53.4,CHN,1,40,0,0,6.4,17,0.18,0,0,80,20,0,0,100,0,0,0,0,100,0,0,0,g,4,0,chn0
