PDatID,FishDataID,Species,Count,FL..mm.,WaterDepth,DistToBottom,Focal.Velocity,AvVel,Substrate,I.CovCode,OCoverCodeID,X.SurfTurb,TCode,FishInTran,FocalClicks,AdjFocalVel,AvVelClicks,AdjAvVel
178,466,1,1,25,0,0.1,0,0,2,1,1,0,9.1,1,0,0,0,0
178,467,1,1,20,0,0.050000001,0,0,2,1,1,0,9.1,1,0,0,0,0
178,468,1,1,25,0,0.1,0,0,2,1,1,0,18.1,1,0,0,0,0
178,469,3,5,40,0,0.1,0,0,2,1,1,0,18.1,1,0,0,0,0
178,470,1,1,25,0,0.050000001,0,0,2,1,1,0,21.1,1,0,0,0,0
178,471,3,3,35,0,0.1,0,0,2,1,1,0,21.1,1,0,0,0,0
178,472,3,100,40,0,0.30000001,0.75999999,0.65,2,1,1,0,21.1,1,0,0,0,0
178,473,1,1,20,0,0.050000001,0,0,2,1,1,0,24.1,1,0,0,0,0
178,474,3,5,35,0,0.050000001,0,0,2,1,1,0,24.1,1,0,0,0,0
178,475,1,1,25,0,0.050000001,0,0,2,1,1,0,15.1,1,0,0,0,0
179,476,3,5,45,0,0.2,0,0,5,1,1,0,12.4,1,0,0,0,0
179,477,3,20,40,0,0.050000001,0,0,4,1,1,0,15.1,1,0,0,0,0
179,478,3,20,50,0,0.2,0.38999999,0.58,3,1,1,0,18.4,1,0,0,0,0
179,479,3,400,45,0,0.050000001,0,0.45,4,1,1,0,24.3,1,0,0,0,0
179,480,3,1,35,0,0.050000001,0,0,4,1,1,0,9.1,1,0,0,0,0
180,481,3,75,35,4,4,0,0,1,1,1,0,24.3,0,0,0,0,0
181,482,1,1,25,0.24,0.30000001,0.47,0.53,4,1,1,10,1,1,0,0,0,0
181,483,1,1,25,0.1,0.050000001,0,0,5,1,1,10,6.1,1,0,0,0,0
181,484,1,1,25,0.12,0.050000001,0,0,1,2,2,10,9.1,1,0,0,0,0
181,485,3,10,35,0.14,0.1,0.58999997,0.58,5,2,1,10,12.1,1,0,0,0,0
181,486,1,2,25,0.14,0.1,0.58999997,0.58,5,2,1,10,12.1,1,0,0,0,0
181,487,1,1,30,0.14,0.1,0.58999997,0.58,5,2,1,10,12.1,1,0,0,0,0
181,488,1,2,25,0.14,0.050000001,0.34999999,0.3,5,2,1,10,12.1,1,0,0,0,0
181,489,3,20,40,0.14,0.1,0.94999999,1.13,4,1,1,10,15.3,1,0,0,0,0
181,490,3,5,40,0.12,0.1,0.67000002,0.67,5,1,1,10,15.2,1,0,0,0,0
181,491,1,1,25,0.12,0.029999999,0,0,5,1,1,10,15.1,1,0,0,0,0
181,492,1,1,25,0.06,0.1,0,0,0,0,0,0,NA,0,0,0,0,0
195,493,4,55,90,0,0,0,0,2,4,1,0,NA,0,0,0,0,0
195,494,4,25,60,0,0,0,0,2,4,1,0,NA,0,0,0,0,0
195,495,6,2,45,0,0,0,0,2,4,1,0,NA,0,0,0,0,0
198,496,1,1,85,0.35,0.1,0,0,4,1,1,10,12.4,1,35,1.947,35,1.947
70,497,3,150,45,0,50,0.50999999,0,0,0,0,0,6.3,0,0,0,0,0
70,498,1,1,75,0,15,0,0,0,0,0,0,6.1,0,0,0,0,0
70,499,1,1,25,0,10,0,0,0,0,0,0,12.1,0,0,0,0,0
202,500,3,3,35,0.08,0,0,0,0,0,0,0,1,0,0,0,0,0
202,501,1,1,25,0.05,0,0,0,0,0,0,0,3.1,0,0,0,0,0
202,502,1,1,25,0.05,0,0,0,0,0,0,0,6.1,0,0,0,0,0
202,503,3,1,35,0.05,0,0,0,0,0,0,0,9.1,0,0,0,0,0
202,504,3,3,45,0.15,0,0,0,0,0,0,0,9.1,0,0,0,0,0
205,506,3,1,45,0.03,0,0.55000001,0.69,0,0,0,0,13,0,0,0,0,0
205,507,3,100,45,0.1,0,0.81,0.78,0,0,0,0,21.4,0,0,0,0,0
209,508,1,3,25,0.12,0.02,1.34,1.62,3,4,2,20,3.1,0,0,0,0,0
209,509,1,1,25,0.09,0.0099999998,0,0.36,2,2,3,0,3.1,0,0,0,0,0
209,510,1,1,25,0.02,0.0049999999,0,0,3,4,2,0,3.1,0,0,0,0,0
209,511,1,3,25,0.05,0.001,0,0,3,2,2,10,6.1,0,0,0,0,0
209,512,1,1,25,0.06,0.0049999999,0,0,2,1,2,0,6.1,0,0,0,0,0
209,513,1,1,25,0.15,0.02,0.56999999,0.62,2,2,2,20,9.1,0,0,0,0,0
209,514,2,1,450,0.17,0.039999999,1.08,1.42,3,1,2,10,9.1,0,0,0,0,0
209,515,3,8,45,0.15,0.029999999,0,0,2,5,2,0,9.1,0,0,0,0,0
209,516,3,50,50,0.15,0.050000001,0.19,0.19,2,2,2,10,15.1,0,0,0,0,0
209,517,3,1,45,0.1,0.029999999,0,0,2,2,2,20,18.1,0,0,0,0,0
209,518,3,1,50,0.2,0.02,1.2,1.4,2,2,2,20,18.4,0,0,0,0,0
209,519,1,1,25,0.12,0.050000001,0.38999999,0.45,4,1,2,10,24.4,0,0,0,0,0
209,520,3,1,50,0.08,0.0099999998,0,0,2,2,2,10,24.1,0,0,0,0,0
209,521,1,1,30,0.08,0.0099999998,0,0,2,2,2,10,24.1,0,0,0,0,0
210,522,1,3,30,0.11,0.1,0,0,5,3,2,0,11,0,0,0,0,0
210,523,1,3,30,0.16,0.1,0,0,4,4,2,0,3.1,0,0,0,0,0
210,524,3,3,35,0.16,0.1,0,0,4,4,2,0,3.1,0,0,0,0,0
210,525,1,2,25,0.12,0.050000001,0,0,4,4,2,0,3.1,0,0,0,0,0
210,526,1,2,30,0.12,0.050000001,0,0,4,4,2,0,3.1,0,0,0,0,0
210,527,1,1,25,0.1,0.079999998,0,0,5,4,2,0,12.1,0,0,0,0,0
210,528,3,100,35,0.23,0.15000001,0,0,4,1,2,0,12.1,0,0,0,0,0
210,529,3,2,35,0.05,0.41999999,0,0.27,4,1,1,0,12.3,0,0,0,0,0
210,530,1,2,25,0.13,0.079999998,0,0,4,3,2,0,15.1,0,0,0,0,0
210,531,1,2,30,0.06,0.1,0,0,4,3,2,0,15.1,0,0,0,0,0
210,532,3,30,40,0.44,0.1,0,0.41,4,1,2,0,18.4,0,0,0,0,0
210,533,1,1,25,0.12,0.1,0,0,0,0,0,0,NA,0,0,0,0,0
210,534,1,5,30,0.16,0.1,0,0,0,0,0,0,NA,0,0,0,0,0
210,535,3,20,35,0.16,0.1,0,0,0,0,0,0,NA,0,0,0,0,0
210,536,3,100,40,0.3,0.16,0.16,0.28,4,4,2,0,21.1,0,0,0,0,0
210,537,1,1,35,0.12,0.1,0,0,4,4,2,0,24.1,0,0,0,0,0
210,538,1,4,25,0.12,0.1,0,0,4,4,2,0,24.1,0,0,0,0,0
210,539,1,5,30,0.12,0.1,0,0,4,4,2,0,24.1,0,0,0,0,0
213,540,3,20,45,0.26,0.02,0,0.46,3,1,1,NA,9.1,0,0,0,0,0
213,541,3,20,60,0.5,0.0099999998,0.67000002,0.98,4,2,2,NA,18.2,0,0,0,0,0
213,542,3,50,45,0.5,0.0099999998,0.67000002,0.98,4,2,2,NA,18.2,0,0,0,0,0
213,543,3,2,44,0.18,0.0049999999,0.15000001,0.51,3,1,2,NA,21.1,0,0,0,0,0
215,544,3,1,40,NA,0.2,0,0,5,4,1,0,6.2,0,0,0,0,0
216,545,3,1,40,0.6,0.30000001,0,0,1,3,1,0,21.2,0,0,0,0,0
216,546,4,50,60,0.6,0.30000001,0,0,1,3,1,0,21.2,0,0,0,0,0
227,547,1,1,40,0.19,0.050000001,0,0,2,2,2,0,3.1,1,0,0,0,0
227,548,1,1,40,0.26,0.1,0.56,0.56,2,2,2,0,6.1,1,0,0,0,0
227,549,1,2,40,0.1,0.050000001,0,0,1,2,2,0,9.1,0,0,0,0,0
227,550,3,1,50,0.1,0.050000001,0,0,1,2,2,0,9.1,0,0,0,0,0
227,551,2,1,450,0.5,0.25,0.66000003,0.67,1,3,2,20,12.1,1,0,0,0,0
227,552,3,1,80,0.41,0.1,0.5,0.5,1,2,2,0,12.1,0,0,0,0,0
227,553,1,3,40,0.1,0.050000001,0,0,1,1,1,0,15.1,1,0,0,0,0
227,554,1,2,30,0.1,0.050000001,0,0,1,1,1,0,15.1,1,0,0,0,0
227,555,1,6,35,0.16,0.1,0,0,1,2,1,0,15.1,1,0,0,0,0
227,556,1,3,40,0.3,0.1,0.54000002,0.9,1,2,2,0,18.1,1,0,0,0,0
227,557,3,1,75,0.48,0.1,1.21,1.2,1,1,3,20,24.3,0,0,0,0,0
227,558,1,1,230,0.48,0.30000001,1.22,1.22,4,2,2,75,24.1,1,0,0,0,0
227,559,1,1,300,0.48,0.30000001,1.22,1.22,4,2,2,75,24.1,1,0,0,0,0
227,560,1,1,200,0.48,0.30000001,1.22,1.22,4,2,2,75,24.1,1,0,0,0,0
227,561,1,1,35,0.1,0.30000001,0,0,1,2,2,0,24.1,0,0,0,0,0
228,562,1,2,25,0.4,0.2,0,0,2,0,0,0,6.1,1,0,0,0,0
228,563,3,1,40,0.24,0.2,0,0,2,0,0,0,9.1,1,0,0,0,0
228,564,1,2,25,0.12,0.1,0,0,2,0,0,0,15.1,1,0,0,0,0
228,565,3,150,50,0.6,0.2,0.34999999,0.45,2,0,0,0,15.1,0,0,0,0,0
228,566,1,1,25,0.12,0.059999999,0,0,2,0,0,0,24.1,0,0,0,0,0
229,567,3,50,55,0.38,0.1,0.30000001,0.65,2,4,1,0,9.4,0,0,0,0,0
229,568,3,2,35,0.33,0.1,0.25,0.3,2,4,1,0,9.2,0,0,0,0,0
229,569,3,1,45,0.33,0.1,0.25,0.3,2,4,1,0,9.2,0,0,0,0,0
229,570,3,10,50,0.18,0.079999998,0.77999997,0.8,2,1,1,0,12.4,0,0,0,0,0
229,571,3,2,40,0.35,0.1,0,0,1,4,1,0,12.2,0,0,0,0,0
229,572,1,1,30,0.35,0.1,0,0,1,4,1,0,12.2,0,0,0,0,0
229,573,3,2,40,0.22,0.050000001,0.2,0.25,1,4,1,0,12.3,0,0,0,0,0
229,574,3,1,50,0.22,0.050000001,0.2,0.25,1,4,1,0,12.3,0,0,0,0,0
229,575,3,20,65,0.56,0.30000001,0.18000001,0.32,2,4,1,0,15.4,0,0,0,0,0
229,576,3,8,75,0.32,0.050000001,0.47,0.86,2,4,1,0,15.2,0,0,0,0,0
229,577,3,1,40,0.22,0.1,0.51999998,0.15,2,4,1,0,21.2,0,0,0,0,0
229,578,1,1,30,0.24,0.1,0,1,2,4,2,0,21.1,1,0,0,0,0
229,579,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
230,580,1,1,35,0.26,0.050000001,0.5,0.86,2,1,1,0,15.2,1,0,0,0,0
230,581,3,30,50,0.26,0.050000001,0.5,0.86,2,1,1,0,15.2,1,0,0,0,0
230,582,3,5,60,0.26,0.050000001,0.5,0.86,2,1,1,0,15.2,1,0,0,0,0
230,583,1,1,25,0.08,0.059999999,0,0,2,4,1,0,24.1,1,0,0,0,0
232,584,3,20,50,0.26,0.1,1.9,1.58,4,1,1,10,9.3,1,0,0,0,0
232,585,1,1,35,0.15,0.050000001,1.67,1.67,3,3,1,0,12.2,1,0,0,0,0
232,586,1,6,37,0.24,0.050000001,0.85000002,0.85,2,3,3,0,15.2,1,0,0,0,0
232,587,1,5,35,0.3,0.050000001,0.77999997,0.78,3,1,3,0,18.2,1,0,0,0,0
232,588,3,20,45,0.41,0.15000001,0.88,0.63,2,1,1,0,18.4,0,0,0,0,0
232,589,3,1,45,0.23,0.0099999998,1.51,0.19,2,2,3,0,21.1,0,0,0,0,0
232,590,1,7,35,0.23,0.0099999998,1.51,0.19,2,2,3,0,21.1,0,0,0,0,0
232,591,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
233,592,3,1,65,0.28,0.1,1.59,1.55,4,1,1,0,3.4,0,0,0,0,0
233,593,1,1,35,0.24,0.1,1.11,1.42,3,4,3,0,6.2,1,0,0,0,0
233,594,1,6,35,0.34,0.15000001,0.88999999,0.01,3,2,3,0,9.1,0,0,0,0,0
233,595,1,1,40,0.22,0.1,0.67000002,0.86,4,2,2,0,12.1,1,0,0,0,0
233,596,3,100,60,0.51,0.125,1.33,1.19,3,1,1,0,18.4,1,0,0,0,0
233,597,3,1,90,0.4,0.050000001,2.3499999,1.44,4,1,1,0,21.4,0,0,0,0,0
234,598,1,1,35,0.88,0.02,0,0,3,2,1,0,11,0,0,0,0,0
234,599,1,1,30,0.14,0.07,0,0,3,4,2,10,3.1,1,0,0,0,0
234,600,1,1,30,0.13,0.07,0,0.23,3,4,2,10,3.1,0,0,0,0,0
234,601,1,1,25,0.18,0.1,0.64999998,0.91,4,1,1,10,18.1,1,0,0,0,0
234,602,3,1,35,0.08,0.02,0,0,3,2,1,0,11,0,0,0,0,0
234,603,1,2,30,0.18,0.1,0.64999998,0,3,2,1,0,11,0,0,0,0,0
234,604,1,2,35,0.18,0.1,0.64999998,0,3,2,1,0,11,0,0,0,0,0
234,605,3,40,45,0.18,0.1,0.64999998,0,3,2,1,0,11,0,0,0,0,0
234,606,3,10,55,0.18,0.1,0.64999998,0,3,2,1,0,11,0,0,0,0,0
235,607,1,1,35,0.11,0.02,0,0,4,4,1,0,1,1,0,0,0,0
235,608,1,100,25,0.1,0.02,0,0,4,1,1,0,3.1,0,0,0,0,0
235,609,1,5,25,0.12,0.050000001,0,0,5,4,2,0,9.1,1,0,0,0,0
235,610,1,1,25,0.12,0.029999999,0,0,3,4,1,10,9.1,0,0,0,0,0
235,611,1,3,30,0.13,0.029999999,0,0.35,4,4,2,0,12.1,1,0,0,0,0
235,612,1,5,25,0.05,0.02,0,0,4,4,2,0,12.1,1,0,0,0,0
235,613,1,10,35,0.02,0.0099999998,0,0,4,4,3,0,15.1,0,0,0,0,0
235,614,1,5,30,0.24,0.050000001,0,0,4,4,3,0,15.1,0,0,0,0,0
235,615,3,20,50,0.22,0.07,0,0,5,4,2,0,15.1,1,0,0,0,0
235,616,1,10,30,0.22,0.1,0,0,5,4,2,0,15.1,1,0,0,0,0
235,617,1,30,25,0.06,0.029999999,0,0,2,4,2,0,15.1,0,0,0,0,0
235,618,1,2,25,0.12,0.029999999,0,0.2,2,4,3,0,18.1,1,0,0,0,0
235,619,3,2,35,0.12,0.029999999,0,0.2,2,4,3,0,18.1,1,0,0,0,0
235,620,1,15,30,0.21,0.15000001,0,0,2,4,3,0,21.1,1,0,0,0,0
235,621,1,10,35,0.21,0.15000001,0,0,2,4,3,0,21.1,1,0,0,0,0
235,622,1,5,25,0.21,0.15000001,0,0,2,4,3,0,21.1,1,0,0,0,0
235,623,1,2,25,0.05,0.02,0,0,2,4,2,0,24.1,0,0,0,0,0
235,624,3,1,35,0.05,0.02,0,0,2,4,2,0,24.1,0,0,0,0,0
235,625,1,8,30,0.1,0.029999999,0,0,2,4,2,0,24.1,1,0,0,0,0
235,626,1,2,30,0.29,0.050000001,0,0.44,2,4,3,0,24.1,1,0,0,0,0
238,627,1,1,40,0.3,0.2,0,0,3,1,1,0,9.4,0,0,0,0,0
238,628,3,2,30,0.3,0.2,0,0,3,1,1,0,9.4,0,0,0,0,0
NA,629,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
245,630,1,3,80,0.22,0.1,0,0,3,1,1,0,3.4,0,23,1.28556,23,1.28556
245,631,1,4,75,0.12,0.1,0,0,3,1,1,20,6.4,1,19,1.06508,18,1.00996
245,632,1,1,90,0.22,0.1,0,0,3,1,1,40,203,0,17,0.95484,0,0
245,633,1,1,60,0.2,0.1,0,0,3,2,1,20,18.1,0,24,1.34068,24,1.34068
245,634,3,1,80,0.12,0.1,0,0,3,1,1,20,6.4,1,19,1.06508,18,1.00996
245,635,3,1,80,0.2,0.1,0,0,3,2,2,10,23.1,0,20,1.1202,21,1.17532
246,636,1,1,320,0.54,0.2,0,0,5,1,1,50,15.4,1,41,2.27772,46,2.55332
246,637,1,1,450,0.54,0.2,0,0,5,1,2,60,24.4,1,44,2.44308,55,3.0494
248,638,1,1,30,0.08,0.039999999,0,0,3,4,2,0,15.1,1,0,0,0,0
258,639,3,1,50,0.2,5,0,1.39,3,1,1,10,6.3,0,0,0,0,0
261,640,1,3,50,0.36,0.18000001,0,0,2,4,2,0,12.1,0,0,0,0,0
261,641,1,2,50,0.6,0.2,0,0,5,2,3,0,12.3,1,0,0,0,0
261,642,3,3,50,0.6,0.2,0,0,5,2,3,0,12.3,1,0,0,0,0
261,643,1,3,50,0.66,0.22,0,0,4,2,2,0,24.4,0,0,0,0,0
262,644,3,1,40,0.5,0.40000001,NA,NA,4,4,2,0,12.1,1,NA,NA,NA,NA
265,646,1,10,45,0.34,0.0099999998,0.41,0.51,2,4,2,0,3.1,0,0,0,0,0
265,647,3,5,50,0.34,0.0099999998,0.41,0.51,2,4,2,0,3.1,0,0,0,0,0
265,648,1,1,45,45,0.14,0.0099999998,0.66,2,4,2,0,12.1,0,0,0,0,0
265,649,1,4,50,0.2,0.0099999998,0.56999999,0.87,4,4,2,10,18.1,1,0,0,0,0
266,650,1,1,40,0,0.0099999998,1.22,0,2,2,2,0,3.1,0,0,0,0,0
266,651,1,2,55,0,0.0099999998,0.94999999,0,2,2,2,0,3.1,0,0,0,0,0
266,652,3,20,35,0,0.0099999998,1.1,1.1,3,1,1,10,3.3,1,0,0,0,0
266,653,1,1,60,0,0.0099999998,1.1,1.1,3,1,1,10,3.3,1,0,0,0,0
266,654,3,20,45,0,0.0099999998,1.1,1.1,3,1,1,10,3.3,1,0,0,0,0
266,655,3,30,40,0,0.0099999998,1.1,1.1,3,1,1,10,3.3,1,0,0,0,0
266,656,1,9,55,0,0.0099999998,0.81999999,0.68,3,1,1,0,6.1,0,0,0,0,0
266,657,1,1,55,0.8,0.0099999998,0,0.68,2,1,2,0,6.1,0,0,0,0,0
266,658,1,4,35,0.12,0.0099999998,1.1,0,3,4,2,0,9.1,1,0,0,0,0
266,659,3,25,45,0,0.0099999998,1.15,1.15,3,1,1,20,9.4,1,0,0,0,0
266,660,1,4,40,0.13,0.0099999998,1.2,0,3,1,1,0,12.3,0,0,0,0,0
266,661,1,3,35,0.08,0.0099999998,1.1,0.42,4,1,2,0,12.1,0,0,0,0,0
266,662,3,1,40,0.08,0.0099999998,1.1,0.42,4,1,2,0,12.1,0,0,0,0,0
266,663,1,15,35,0.18,0.0099999998,1.1,1.1,3,1,3,0,12.1,0,0,0,0,0
266,664,3,10,45,0.18,0.0099999998,1.1,0.42,3,1,3,0,12.1,0,0,0,0,0
266,665,1,2,35,0.07,0.0099999998,0,0.42,2,2,2,0,12.1,0,0,0,0,0
266,666,1,2,35,0.06,0.0099999998,0,0,3,2,2,0,15.1,0,0,0,0,0
266,667,1,1,30,0.12,0.0099999998,1.36,1.33,3,1,1,10,15.3,1,0,0,0,0
266,668,3,1,35,0.12,0.0099999998,1.36,1.33,3,1,1,10,15.3,1,0,0,0,0
266,669,3,60,45,0.14,0.0099999998,1.8,0.94,3,1,1,10,18.1,0,0,0,0,0
268,670,3,15,90,0.44,0.18000001,0.57999998,0.68,2,4,2,0,6.2,0,0,0,0,0
268,671,3,10,75,0.44,0.18000001,0.57999998,0.68,2,4,2,0,6.2,0,0,0,0,0
268,672,1,1,55,0.2,0.1,0,0,2,4,3,0,12.2,1,0,0,0,0
268,673,1,8,45,0.2,0.1,0,0,2,4,1,0,12.2,0,0,0,0,0
269,674,1,4,30,0.3,0.1,0.30000001,0.43,3,1,1,25,9.2,1,0,0,0,0.43
269,675,1,1,35,0.3,0.1,0.30000001,0.43,3,1,1,25,9.2,1,0,0,0,0.43
269,676,1,1,35,0.08,0.050000001,0,0,2,2,3,0,15.2,0,0,0,0,0
269,677,1,1,55,0.3,0.050000001,0.34999999,0.25,3,2,3,0,15.2,0,0,0,0,0.25
269,678,1,1,45,0.08,0.050000001,0,0,2,2,3,0,15.2,0,0,0,0,0
269,679,1,1,60,0.3,0.079999998,0.51999998,0.36,3,2,3,0,18.1,1,0,0,0,0.36
269,680,1,1,55,0.3,0.079999998,0.51999998,0.36,3,2,3,0,18.1,1,0,0,0,0.36
269,681,1,1,75,0.38,0.1,0.63,1.38,2,2,3,0,18.2,0,0,0,0,1.38
269,682,1,2,60,0.38,0.1,0.63,1.38,2,2,3,0,18.2,0,0,0,0,1.38
272,683,4,1,60,0.25,0.0099999998,0.75,1.1,3,1,1,0,9.3,0,0,0,0,0
272,684,4,20,75,0.6,0.0099999998,1.49,2.85,3,1,1,0,15.4,0,0,0,0,0
272,685,6,7,40,0.38,0.1,0.97000003,0.8,2,4,2,0,24.1,1,0,0,0,0
272,686,6,2,45,0.38,0.1,0.97000003,0.8,2,4,2,0,24.1,1,0,0,0,0
274,687,4,1,1000,0.43,0.0099999998,0,0,3,1,1,0,3.4,0,0,0,0,0
274,688,4,1,70,0.43,0.0099999998,0,0,3,1,1,0,3.4,0,0,0,0,0
274,689,4,1,70,0.33,0.0099999998,0,0.61,4,1,1,0,15.3,0,0,0,0,0
286,690,1,3,175,0.72,0.2,0,0,2,2,1,10,24.3,1,19,1.06508,27,1.50604
286,691,1,1,120,0.68,0,0,0,3,1,1,10,1,1,37,2.05724,44,2.44308
