,year,location,survey_group,spawning_area,surveyed,redd_observed,survey_week,
265,2019,hatcherypipe,gsa,TRUE,TRUE,TRUE,1 &  2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11,
266,2019,hatcherysidechannel,gsa,TRUE,TRUE,TRUE,1 &  2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11,
268,2019,lowerauditorium,gsa,FALSE,TRUE,TRUE,1 &  2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11,
273,2019,lowertablemountain,gsa,TRUE,TRUE,TRUE,1 &  2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11,
276,2019,middleauditorium,gsa,FALSE,TRUE,TRUE,1 &  2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11,
277,2019,moessidechannel,gsa,FALSE,TRUE,TRUE,1 &  2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11,
281,2019,tablemountain,gsa,TRUE,TRUE,TRUE,1 &  2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11,
282,2019,topofauditorium,gsa,FALSE,TRUE,TRUE,1 &  2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11,
283,2019,topofhatchery,gsa,FALSE,FALSE,FALSE,NA,Top of Hatchery was not surveyed in 2019
285,2019,upperauditorium,gsa,FALSE,TRUE,TRUE,1 &  2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11,
286,2019,uppercottonwood,gsa,FALSE,TRUE,TRUE,1 &  2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11,
287,2019,upperhatchery,gsa,FALSE,TRUE,TRUE,1 &  2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11,
248,2019,belowbigholeeast,hfc,FALSE,TRUE,TRUE,3 & 4 & 5 & 6 & 7 & 9 & 12,
250,2019,bigbar,hfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 6 & 7 & 9 & 12,
251,2019,bigholeeast,hfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 6 & 7 & 9 & 12,
252,2019,bigholewest,hfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 6 & 7 & 9 & 12,
254,2019,developing,hfc,TRUE,TRUE,FALSE,3 & 4 & 5 & 6 & 7 & 9 & 12,Developing was surveyed but no redds were observed
257,2019,g95eastsidechannelbottom,hfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 6 & 7 & 9 & 12,
258,2019,g95eastsidechanneltop,hfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 6 & 7 & 9 & 12,
259,2019,g95main,hfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 6 & 7 & 9 & 12,
260,2019,g95westsidechannel,hfc,FALSE,TRUE,TRUE,3 & 4 & 5 & 6 & 7 & 9 & 12,
262,2019,goose,hfc,TRUE,TRUE,FALSE,3 & 4 & 5 & 6 & 7 & 9 & 12,Goose was surveyed but no redds were observed
267,2019,keister,hfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 6 & 7 & 9 & 12,
269,2019,lowerbig,hfc,FALSE,TRUE,FALSE,3 & 4 & 5 & 6 & 7 & 9 & 12,Lower Big was surveyed but no redds were observed
270,2019,lowerhour,hfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 6 & 7 & 9 & 12,
271,2019,lowermcfarland,hfc,TRUE,TRUE,FALSE,3 & 4 & 5 & 6 & 7 & 9 & 12,Lower McFarland was surveyed but no redds were observed
274,2019,lowervanceeast,hfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 6 & 7 & 9 & 12,
278,2019,palm,hfc,FALSE,TRUE,FALSE,3 & 4 & 5 & 6 & 7 & 9 & 12,Palm was surveyed but no redds were observed
288,2019,upperhour,hfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 6 & 7 & 9 & 12,
290,2019,uppermcfarland,hfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 6 & 7 & 9 & 12,
292,2019,vanceeast,hfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 6 & 7 & 9 & 12,
293,2019,vancewest,hfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 6 & 7 & 9 & 12,
246,2019,aleck,lfc,TRUE,TRUE,FALSE,4 & 5 & 6 & 7 & 9 & 10 & 11,Aleck was surveyed but no redds were observed
255,2019,eye,lfc,FALSE,TRUE,TRUE,,Eye was surveyed in2019
256,2019,eyesidechannel,lfc,TRUE,TRUE,TRUE,4 & 5 & 6 & 7 & 9 & 10 & 11 & 12,
261,2019,gateway,lfc,TRUE,TRUE,TRUE,4 & 5 & 6 & 7 & 9 & 10 & 11 & 12,
272,2019,lowerrobinson,lfc,TRUE,TRUE,TRUE,4 & 5 & 6 & 7 & 9 & 10 & 11 & 12,
275,2019,mathews,lfc,TRUE,TRUE,TRUE,4 & 5 & 6 & 7 & 9 & 10 & 11 & 12,
279,2019,steep,lfc,TRUE,TRUE,TRUE,4 & 5 & 6 & 7 & 9 & 10 & 11 & 12,
280,2019,steepsidechannel,lfc,FALSE,TRUE,TRUE,,Steep Side Channel was surveyed in 2019
284,2019,trailerpark,lfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11 & 12,
263,2019,greatwestern,lfc,FALSE,TRUE,,4 & 5 & 6 & 7 & 9 & 10 & 11 & 12,
289,2019,uppermathews,lfc,FALSE,TRUE,TRUE,,Upper Mathews was surveyed in 2019
291,2019,upperrobinson,lfc,TRUE,TRUE,TRUE,4 & 5 & 6 & 7 & 9 & 10 & 11 & 12,
294,2019,weir,lfc,TRUE,TRUE,TRUE,4 & 5 & 6 & 7 & 9 & 10 & 11 & 12,
296,2020,bedrock,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 5 & 7 & 8,
298,2020,belowlowerauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8,
302,2020,cottonwood,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8,
313,2020,hatchery,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 9,
314,2020,hatcherypipe,gsa,TRUE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8,
315,2020,hatcherysidechannel,gsa,TRUE,FALSE,FALSE,NA,Hatchery Side Channel was not surveyed in 2020
317,2020,lowerauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8,
322,2020,lowertablemountain,gsa,TRUE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8,
325,2020,middleauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8,
326,2020,moessidechannel,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8,
330,2020,tablemountain,gsa,TRUE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8,
331,2020,topofauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8,
332,2020,topofhatchery,gsa,FALSE,FALSE,FALSE,NA,Top of Hatchery was not surveyed in 2020
334,2020,upperauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8,
335,2020,uppercottonwood,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8,
336,2020,upperhatchery,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 9,
297,2020,belowbigholeeast,hfc,FALSE,TRUE,TRUE,8 & 9,
299,2020,bigbar,hfc,TRUE,TRUE,TRUE,8 & 9,
300,2020,bigholeeast,hfc,TRUE,TRUE,TRUE,8 & 9,
301,2020,bigholewest,hfc,TRUE,TRUE,TRUE,8 & 9,
303,2020,developing,hfc,TRUE,TRUE,TRUE,8 & 9,
306,2020,g95eastsidechannelbottom,hfc,TRUE,TRUE,TRUE,8 & 9,
307,2020,g95eastsidechanneltop,hfc,TRUE,TRUE,TRUE,8 & 9,
308,2020,g95main,hfc,TRUE,TRUE,TRUE,8 & 9,
309,2020,g95westsidechannel,hfc,FALSE,TRUE,TRUE,8 & 9,
311,2020,goose,hfc,TRUE,TRUE,TRUE,8 & 9,
316,2020,keister,hfc,TRUE,TRUE,TRUE,8 & 9,
318,2020,lowerbig,hfc,FALSE,TRUE,FALSE,8 & 9,Lower Big was surveyed in 2020
319,2020,lowerhour,hfc,TRUE,TRUE,TRUE,8 & 9,
320,2020,lowermcfarland,hfc,TRUE,TRUE,TRUE,8 & 9,
323,2020,lowervanceeast,hfc,TRUE,TRUE,TRUE,8 & 9,
327,2020,palm,hfc,FALSE,TRUE,TRUE,8 & 9,
337,2020,upperhour,hfc,TRUE,TRUE,TRUE,8 & 9,
339,2020,uppermcfarland,hfc,TRUE,TRUE,TRUE,8 & 9,
341,2020,vanceeast,hfc,TRUE,TRUE,TRUE,8 & 9,
342,2020,vancewest,hfc,TRUE,TRUE,TRUE,8 & 9,
295,2020,aleck,lfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 7 & 9,
304,2020,eye,lfc,FALSE,TRUE,TRUE,4 & 7,
305,2020,eyesidechannel,lfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 7 & 9,
310,2020,gateway,lfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 7 & 9,
312,2020,greatwestern,lfc,FALSE,TRUE,TRUE,4 & 7,
321,2020,lowerrobinson,lfc,TRUE,TRUE,TRUE,3 & 5 & 7 & 9,
324,2020,mathews,lfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 7 & 9,
328,2020,steep,lfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 7 & 9,
329,2020,steepsidechannel,lfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 7 & 9,
333,2020,trailerpark,lfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 7,
338,2020,uppermathews,lfc,FALSE,TRUE,TRUE,4 & 7,
340,2020,upperrobinson,lfc,TRUE,TRUE,TRUE,3 & 5 & 7 & 9,
343,2020,weir,lfc,TRUE,TRUE,TRUE,3 & 4 & 5 & 7 & 9,
345,2021,bedrock,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6,
347,2021,belowlowerauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6,
351,2021,cottonwood,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6,
362,2021,hatchery,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6,
363,2021,hatcherypipe,gsa,TRUE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6,
364,2021,hatcherysidechannel,gsa,TRUE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6,
366,2021,lowerauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6,
371,2021,lowertablemountain,gsa,TRUE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6,
374,2021,middleauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6,
375,2021,moessidechannel,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6,
379,2021,tablemountain,gsa,TRUE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6,
380,2021,topofauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6,
381,2021,topofhatchery,gsa,FALSE,FALSE,FALSE,NA,Top of Hatchery was not surveyed in 2021
383,2021,upperauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6,
384,2021,uppercottonwood,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6,
385,2021,upperhatchery,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6,
346,2021,belowbigholeeast,hfc,FALSE,FALSE,FALSE,NA,Below Big Hole East was not surveyed in 2021
348,2021,bigbar,hfc,TRUE,TRUE,TRUE,7 & 8,
349,2021,bigholeeast,hfc,TRUE,TRUE,TRUE,7 & 8,
350,2021,bigholewest,hfc,TRUE,TRUE,TRUE,7 & 8,
352,2021,developing,hfc,TRUE,TRUE,TRUE,7 & 8,
355,2021,g95eastsidechannelbottom,hfc,TRUE,TRUE,TRUE,7 & 8,
356,2021,g95eastsidechanneltop,hfc,TRUE,TRUE,TRUE,7 & 8,
357,2021,g95main,hfc,TRUE,TRUE,TRUE,7 & 8,
358,2021,g95westsidechannel,hfc,FALSE,TRUE,TRUE,7 & 8,
360,2021,goose,hfc,TRUE,TRUE,TRUE,7 & 8,
365,2021,keister,hfc,TRUE,TRUE,TRUE,7 & 8,
367,2021,lowerbig,hfc,FALSE,TRUE,FALSE,,Lower Big was surveyed but no redds were observed. 
368,2021,lowerhour,hfc,TRUE,TRUE,TRUE,7 & 8,
369,2021,lowermcfarland,hfc,TRUE,TRUE,TRUE,7 & 8,
372,2021,lowervanceeast,hfc,TRUE,TRUE,TRUE,7 & 8,
376,2021,palm,hfc,FALSE,FALSE,FALSE,NA,Palm was not surveyed in 2021
386,2021,upperhour,hfc,TRUE,TRUE,,7 & 8,Upper Hour was surveyed but not redds were observed
388,2021,uppermcfarland,hfc,TRUE,TRUE,TRUE,7 & 8,
390,2021,vanceeast,hfc,TRUE,TRUE,TRUE,7 & 8,
391,2021,vancewest,hfc,TRUE,TRUE,TRUE,7 & 8,
344,2021,aleck,lfc,TRUE,TRUE,TRUE,3,
353,2021,eye,lfc,FALSE,TRUE,FALSE,4,Eye was surveyed but no redds were observed
354,2021,eyesidechannel,lfc,TRUE,TRUE,TRUE,4,
359,2021,gateway,lfc,TRUE,TRUE,TRUE,4,
361,2021,greatwestern,lfc,FALSE,FALSE,FALSE,NA,Great Western was not surveyed in 2021
370,2021,lowerrobinson,lfc,TRUE,TRUE,TRUE,3,
373,2021,mathews,lfc,TRUE,TRUE,FALSE,4,Mathews was surveyed but no redds were observed
377,2021,steep,lfc,TRUE,TRUE,TRUE,4,
378,2021,steepsidechannel,lfc,FALSE,TRUE,TRUE,4,
382,2021,trailerpark,lfc,TRUE,TRUE,TRUE,3,
387,2021,uppermathews,lfc,FALSE,TRUE,FALSE,3,Upper Mathews was surveyed but no redds were observed
389,2021,upperrobinson,lfc,TRUE,TRUE,TRUE,3,
392,2021,weir,lfc,TRUE,TRUE,TRUE,4,
394,2022,bedrock,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11 & 12,
396,2022,belowlowerauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11 & 12,
400,2022,cottonwood,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11 & 12,
411,2022,hatchery,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11 & 12,
412,2022,hatcherypipe,gsa,TRUE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11 & 12,
413,2022,hatcherysidechannel,gsa,TRUE,FALSE,FALSE,NA,Hatchery Side Channel was not surveyed in 2022
415,2022,lowerauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11 & 12,
420,2022,lowertablemountain,gsa,TRUE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11 & 12,
423,2022,middleauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11 & 12,
424,2022,moessidechannel,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11 & 12,
428,2022,tablemountain,gsa,TRUE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11 & 12,
429,2022,topofauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11 & 12,
430,2022,topofhatchery,gsa,FALSE,FALSE,FALSE,NA,Top of Hatchery was not surveyed in 2022
432,2022,upperauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11 & 12,
433,2022,uppercottonwood,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11 & 12,
434,2022,upperhatchery,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 10 & 11 & 12,
395,2022,belowbigholeeast,hfc,FALSE,TRUE,TRUE,7 & 8 & 10 & 12,
397,2022,bigbar,hfc,TRUE,TRUE,TRUE,7 & 8 & 10 & 12,
398,2022,bigholeeast,hfc,TRUE,TRUE,TRUE,7 & 8 & 10 & 12,
399,2022,bigholewest,hfc,TRUE,TRUE,TRUE,7 & 8 & 10 & 12,
401,2022,developing,hfc,TRUE,TRUE,,7 & 8 & 10 & 12,Developing was surveyed but no redds were observed
404,2022,g95eastsidechannelbottom,hfc,TRUE,TRUE,TRUE,7 & 8 & 10 & 12,
405,2022,g95eastsidechanneltop,hfc,TRUE,TRUE,TRUE,7 & 8 & 10 & 12,
406,2022,g95main,hfc,TRUE,TRUE,TRUE,7 & 8 & 10 & 12,
407,2022,g95westsidechannel,hfc,FALSE,TRUE,FALSE,7 & 8 & 10 & 12,G95 West Side was surveyed but no redds were observed
409,2022,goose,hfc,TRUE,TRUE,FALSE,7 & 8 & 10 & 12,Goose was surveyed but no redds were observed
414,2022,keister,hfc,TRUE,TRUE,TRUE,7 & 8 & 10 & 12,
416,2022,lowerbig,hfc,FALSE,TRUE,FALSE,7 & 8 & 10 & 12,Lower Big was surveyed but no redds were observed
417,2022,lowerhour,hfc,TRUE,TRUE,TRUE,7 & 8 & 10 & 12,
418,2022,lowermcfarland,hfc,TRUE,TRUE,TRUE,7 & 8 & 10 & 12,
421,2022,lowervanceeast,hfc,TRUE,TRUE,FALSE,7 & 8 & 10 & 12,Lower Vance East was surveyed but no redds were observed
425,2022,palm,hfc,FALSE,TRUE,FALSE,7 & 8 & 10 & 12,
435,2022,upperhour,hfc,TRUE,TRUE,TRUE,7 & 8 & 10 & 12,
437,2022,uppermcfarland,hfc,TRUE,TRUE,FALSE,7 & 8 & 10 & 12,Upper McFarland was surveyed but no redds were observed
439,2022,vanceeast,hfc,TRUE,TRUE,TRUE,7 & 8 & 10 & 12,
440,2022,vancewest,hfc,TRUE,TRUE,TRUE,7 & 8 & 10 & 12,
393,2022,aleck,lfc,TRUE,TRUE,TRUE,1 & 3 & 5 & 6 & 9 & 11,
402,2022,eye,lfc,FALSE,TRUE,TRUE,,Eye was surveyed in 2022
403,2022,eyesidechannel,lfc,TRUE,TRUE,TRUE,2 & 4 & 7 & 8 & 10 & 12,
408,2022,gateway,lfc,TRUE,TRUE,TRUE,2 & 4 & 7 & 8 & 10 & 12,
410,2022,greatwestern,lfc,FALSE,TRUE,FALSE,1 & 3 & 5 & 6 & 9 & 11,
419,2022,lowerrobinson,lfc,TRUE,TRUE,TRUE,1 & 3 & 5 & 6 & 9 & 11,
422,2022,mathews,lfc,TRUE,TRUE,TRUE,1 & 3 & 5 & 6 & 9 & 11,
426,2022,steep,lfc,TRUE,TRUE,TRUE,2 & 4 & 7 & 8 & 10 & 12,
427,2022,steepsidechannel,lfc,FALSE,TRUE,,2 & 4 & 7 & 8 & 10 & 12,
431,2022,trailerpark,lfc,TRUE,TRUE,TRUE,1 & 3 & 5 & 6 & 9 & 11,
436,2022,uppermathews,lfc,FALSE,TRUE,TRUE,1 & 3 & 5 & 6 & 9 & 11,Upper Mathews was surveyed in 2022
438,2022,upperrobinson,lfc,TRUE,TRUE,TRUE,1 & 3 & 5 & 6 & 9 & 11,
441,2022,weir,lfc,TRUE,TRUE,TRUE,2 & 4 & 7 & 8 & 10 & 12,
443,2023,bedrock,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 11,
445,2023,belowlowerauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 11,
449,2023,cottonwood,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 11,
460,2023,hatchery,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 11,
461,2023,hatcherypipe,gsa,TRUE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 11,
462,2023,hatcherysidechannel,gsa,TRUE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 11,
464,2023,lowerauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 11,
469,2023,lowertablemountain,gsa,TRUE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 11,
472,2023,middleauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 11,
473,2023,moessidechannel,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 11,
477,2023,tablemountain,gsa,TRUE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 11,
478,2023,topofauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 11,
479,2023,topofhatchery,gsa,FALSE,FALSE,FALSE,NA,Top of Hatchery was not surveyed in 2023
481,2023,upperauditorium,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 11,
482,2023,uppercottonwood,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 11,
483,2023,upperhatchery,gsa,FALSE,TRUE,TRUE,1 & 2 & 3 & 4 & 5 & 6 & 7 & 8 & 9 & 11,
444,2023,belowbigholeeast,hfc,FALSE,TRUE,TRUE,7 & 8 & 10,
446,2023,bigbar,hfc,TRUE,TRUE,TRUE,7 & 8 & 10,
447,2023,bigholeeast,hfc,TRUE,TRUE,TRUE,7 & 8 & 10,
448,2023,bigholewest,hfc,TRUE,TRUE,TRUE,7 & 8 & 10,
450,2023,developing,hfc,TRUE,TRUE,FALSE,7 & 8 & 10,Developing was surveyed but no redds were observed
453,2023,g95eastsidechannelbottom,hfc,TRUE,TRUE,TRUE,7 & 8 & 10,
454,2023,g95eastsidechanneltop,hfc,TRUE,TRUE,TRUE,7 & 8 & 10,
455,2023,g95main,hfc,TRUE,TRUE,TRUE,7 & 8 & 10,
456,2023,g95westsidechannel,hfc,FALSE,TRUE,TRUE,7 & 8 & 10,
458,2023,goose,hfc,TRUE,TRUE,FALSE,7 & 8 & 10,Goose was surveyed but no redds were observed
463,2023,keister,hfc,TRUE,TRUE,TRUE,7 & 8 & 10,
465,2023,lowerbig,hfc,FALSE,TRUE,FALSE,7 & 8 & 10,Lower Big was surveyed but no redds were observed
466,2023,lowerhour,hfc,TRUE,TRUE,TRUE,7 & 8 & 10,
467,2023,lowermcfarland,hfc,TRUE,TRUE,TRUE,7 & 8 & 10,
470,2023,lowervanceeast,hfc,TRUE,TRUE,TRUE,7 & 8 & 10,
474,2023,palm,hfc,FALSE,FALSE,FALSE,NA,Palm was not surveyed in 2023
484,2023,upperhour,hfc,TRUE,TRUE,TRUE,7 & 8 & 10,
486,2023,uppermcfarland,hfc,TRUE,TRUE,TRUE,7 & 8 & 10,
488,2023,vanceeast,hfc,TRUE,TRUE,TRUE,7 & 8 & 10,
489,2023,vancewest,hfc,TRUE,TRUE,TRUE,7 & 8 & 10,
442,2023,aleck,lfc,TRUE,FALSE,FALSE,NA,
451,2023,eye,lfc,FALSE,FALSE,FALSE,NA,
452,2023,eyesidechannel,lfc,TRUE,FALSE,FALSE,NA,
457,2023,gateway,lfc,TRUE,FALSE,FALSE,NA,
459,2023,greatwestern,lfc,FALSE,FALSE,FALSE,NA,
468,2023,lowerrobinson,lfc,TRUE,FALSE,FALSE,NA,
471,2023,mathews,lfc,TRUE,FALSE,FALSE,NA,
475,2023,steep,lfc,TRUE,TRUE,TRUE,9,"One survey was performed at Steep, Steep Side Channel, and Weir to investigate spawning near the newly installed FMS at Weir Riffle"
476,2023,steepsidechannel,lfc,FALSE,TRUE,TRUE,9,
480,2023,trailerpark,lfc,TRUE,TRUE,TRUE,2,limited surveys were performed at the entrance and exit to a pond on the east side of the river at Trailer Park
485,2023,uppermathews,lfc,FALSE,TRUE,TRUE,3,
487,2023,upperrobinson,lfc,TRUE,FALSE,,NA,
490,2023,weir,lfc,TRUE,TRUE,TRUE,9,
