location_table_id,date,location,channel_location,water_temp,weather,flow,number_of_divers,reach_length,reach_width,channel_width,channel_type,river_mile,coordinate_method,latitude,longitude
164,2002-06-18,trailer park,LFC,67,direct sunlight,600,2,25,4,0,mainchannel,0,assigned based on similar location,39.494033,-121.580017
165,2002-06-18,matthews riffle,LFC,67,direct sunlight,600,2,25,4,57,mainchannel,64,assigned based on similar location,39.49157966172107,-121.5790352595597
165,2002-06-18,matthews riffle,LFC,67,direct sunlight,600,2,25,4,57,mainchannel,64,reported in database,39.492917,-121.579917
165,2002-06-18,matthews riffle,LFC,67,direct sunlight,600,2,25,4,57,mainchannel,64,assigned based on similar location,39.492917,-121.579917
166,2002-06-18,robinson riffle,LFC,0,direct sunlight,600,2,25,4,22,sidechannel,61.5,reported in database,39.464917,-121.597617
166,2002-06-18,robinson riffle,LFC,0,direct sunlight,600,2,25,4,22,sidechannel,61.5,reported in database,39.464917,-121.597617
166,2002-06-18,robinson riffle,LFC,0,direct sunlight,600,2,25,4,22,sidechannel,61.5,reported in database,39.464917,-121.597617
166,2002-06-18,robinson riffle,LFC,0,direct sunlight,600,2,25,4,22,sidechannel,61.5,reported in database,39.466033,-121.599667
166,2002-06-18,robinson riffle,LFC,0,direct sunlight,600,2,25,4,22,sidechannel,61.5,assigned based on similar location,39.466033,-121.599667
167,2002-06-18,steep riffle,LFC,65,direct sunlight,600,2,25,4,12,sidechannel,61,reported in database,39.462583,-121.60335
167,2002-06-18,steep riffle,LFC,65,direct sunlight,600,2,25,4,12,sidechannel,61,reported in database,39.463567,-121.6039
167,2002-06-18,steep riffle,LFC,65,direct sunlight,600,2,25,4,12,sidechannel,61,assigned based on similar location,39.462567,-121.603233
167,2002-06-18,steep riffle,LFC,65,direct sunlight,600,2,25,4,12,sidechannel,61,reported in database,39.462567,-121.603233
167,2002-06-18,steep riffle,LFC,65,direct sunlight,600,2,25,4,12,sidechannel,61,assigned based on similar location,39.462567,-121.603233
168,2002-06-18,robinson riffle,LFC,63.5,direct sunlight,600,2,25,4,13,sidechannel,61.5,reported in database,39.464917,-121.597617
168,2002-06-18,robinson riffle,LFC,63.5,direct sunlight,600,2,25,4,13,sidechannel,61.5,reported in database,39.464917,-121.597617
168,2002-06-18,robinson riffle,LFC,63.5,direct sunlight,600,2,25,4,13,sidechannel,61.5,reported in database,39.464917,-121.597617
168,2002-06-18,robinson riffle,LFC,63.5,direct sunlight,600,2,25,4,13,sidechannel,61.5,reported in database,39.466033,-121.599667
168,2002-06-18,robinson riffle,LFC,63.5,direct sunlight,600,2,25,4,13,sidechannel,61.5,assigned based on similar location,39.466033,-121.599667
169,2002-06-24,herringer riffle,HFC,73,direct sunlight,NA,2,25,4,50,sidechannel,46,reported in database,39.3176,-121.623233
170,2002-06-24,shallow riffle,HFC,71,direct sunlight,4000,3,25,4,51,sidechannel,47,reported in database,39.329283,-121.630683
170,2002-06-24,shallow riffle,HFC,71,direct sunlight,4000,3,25,4,51,sidechannel,47,reported in database,39.329417,-121.628667
170,2002-06-24,shallow riffle,HFC,71,direct sunlight,4000,3,25,4,51,sidechannel,47,reported in database,39.32905,-121.629017
170,2002-06-24,shallow riffle,HFC,71,direct sunlight,4000,3,25,4,51,sidechannel,47,reported in database,39.3289,-121.62985
170,2002-06-24,shallow riffle,HFC,71,direct sunlight,4000,3,25,4,51,sidechannel,47,assigned based on similar location,39.329417,-121.628667
171,2002-06-24,shallow riffle,HFC,67,direct sunlight,NA,2,25,4,48,mainchannel,47,assigned based on similar location,39.33154115157018,-121.63033927513442
172,2002-06-24,eye riffle,LFC,62,direct sunlight,700,3,25,4,21,sidechannel,60,assigned based on similar location,39.45725,-121.6139
172,2002-06-24,eye riffle,LFC,62,direct sunlight,700,3,25,4,21,sidechannel,60,assigned based on similar location,39.45725,-121.6139
172,2002-06-24,eye riffle,LFC,62,direct sunlight,700,3,25,4,21,sidechannel,60,reported in database,39.45725,-121.6139
172,2002-06-24,eye riffle,LFC,62,direct sunlight,700,3,25,4,21,sidechannel,60,assigned based on similar location,39.457533,-121.613133
173,2002-03-18,weir riffle,LFC,53.6,direct sunlight,650,2,25,4,56,mainchannel,60.5,assigned based on similar location,39.46175,-121.60645
173,2002-03-18,weir riffle,LFC,53.6,direct sunlight,650,2,25,4,56,mainchannel,60.5,reported in database,39.46175,-121.60645
173,2002-03-18,weir riffle,LFC,53.6,direct sunlight,650,2,25,4,56,mainchannel,60.5,assigned based on similar location,39.46175,-121.60645
174,2002-03-18,eye riffle,LFC,50,direct sunlight,650,2,25,4,22,mainchannel branch,60.1,assigned based on similar location,39.45725,-121.6139
175,2002-03-19,robinson riffle,LFC,51.8,direct sunlight,650,2,25,4,14,sidechannel,61.6,reported in database,39.464917,-121.597617
175,2002-03-19,robinson riffle,LFC,51.8,direct sunlight,650,2,25,4,14,sidechannel,61.6,reported in database,39.464917,-121.597617
175,2002-03-19,robinson riffle,LFC,51.8,direct sunlight,650,2,25,4,14,sidechannel,61.6,reported in database,39.464917,-121.597617
175,2002-03-19,robinson riffle,LFC,51.8,direct sunlight,650,2,25,4,14,sidechannel,61.6,reported in database,39.466033,-121.599667
175,2002-03-19,robinson riffle,LFC,51.8,direct sunlight,650,2,25,4,14,sidechannel,61.6,assigned based on similar location,39.466033,-121.599667
176,2002-03-19,steep riffle,LFC,51.8,direct sunlight,650,2,25,4,18,mainchannel branch,61,assigned based on similar location,39.463267,-121.604033
177,2002-03-20,aleck riffle,LFC,51.8,direct sunlight,600,2,25,4,48,mainchannel,63.5,reported in database,39.484433,-121.578983
177,2002-03-20,aleck riffle,LFC,51.8,direct sunlight,600,2,25,4,48,mainchannel,63.5,reported in database,39.48505,-121.579
177,2002-03-20,aleck riffle,LFC,51.8,direct sunlight,600,2,25,4,48,mainchannel,63.5,reported in database,39.4842,-121.57925
177,2002-03-20,aleck riffle,LFC,51.8,direct sunlight,600,2,25,4,48,mainchannel,63.5,assigned based on similar location,39.48505,-121.579
178,2002-03-20,matthews riffle,LFC,52.7,overcast,600,2,25,4,71,mainchannel,64,assigned based on similar location,39.49157966172107,-121.5790352595597
178,2002-03-20,matthews riffle,LFC,52.7,overcast,600,2,25,4,71,mainchannel,64,reported in database,39.492917,-121.579917
178,2002-03-20,matthews riffle,LFC,52.7,overcast,600,2,25,4,71,mainchannel,64,assigned based on similar location,39.492917,-121.579917
179,2002-03-20,robinson riffle,LFC,51.8,overcast,650,2,25,4,8,sidechannel,60.6,reported in database,39.464917,-121.597617
179,2002-03-20,robinson riffle,LFC,51.8,overcast,650,2,25,4,8,sidechannel,60.6,reported in database,39.464917,-121.597617
179,2002-03-20,robinson riffle,LFC,51.8,overcast,650,2,25,4,8,sidechannel,60.6,reported in database,39.464917,-121.597617
179,2002-03-20,robinson riffle,LFC,51.8,overcast,650,2,25,4,8,sidechannel,60.6,reported in database,39.466033,-121.599667
179,2002-03-20,robinson riffle,LFC,51.8,overcast,650,2,25,4,8,sidechannel,60.6,assigned based on similar location,39.466033,-121.599667
180,2002-03-21,trailer park,LFC,12,direct sunlight,600,2,25,4,47,mainchannel,64,reported in database,39.494033,-121.580017
180,2002-03-21,trailer park,LFC,12,direct sunlight,600,2,25,4,47,mainchannel,64,reported in database,39.494667,-121.579417
180,2002-03-21,trailer park,LFC,12,direct sunlight,600,2,25,4,47,mainchannel,64,reported in database,39.494033,-121.580017
180,2002-03-21,trailer park,LFC,12,direct sunlight,600,2,25,4,47,mainchannel,64,assigned based on similar location,39.494033,-121.580017
180,2002-03-21,trailer park,LFC,12,direct sunlight,600,2,25,4,47,mainchannel,64,assigned based on similar location,39.494033,-121.580017
181,2002-03-21,bedrock riffle,LFC,51.6,direct sunlight,600,2,25,4,46,mainchannel,65.5,reported in database,39.51305,-121.56815
181,2002-03-21,bedrock riffle,LFC,51.6,direct sunlight,600,2,25,4,46,mainchannel,65.5,assigned based on similar location,39.513056,-121.568139
181,2002-03-21,bedrock riffle,LFC,51.6,direct sunlight,600,2,25,4,46,mainchannel,65.5,assigned based on similar location,39.51305,-121.56815
181,2002-03-21,bedrock riffle,LFC,51.6,direct sunlight,600,2,25,4,46,mainchannel,65.5,reported in database,39.5125,-121.569433
181,2002-03-21,bedrock riffle,LFC,51.6,direct sunlight,600,2,25,4,46,mainchannel,65.5,assigned based on similar location,39.5125,-121.569433
182,2002-07-18,big bar,HFC,67,direct sunlight,0,2,25,4,59,mainchannel,0,reported in database,39.385917,-121.6287
182,2002-07-18,big bar,HFC,67,direct sunlight,0,2,25,4,59,mainchannel,0,reported in database,39.385917,-121.6287
182,2002-07-18,big bar,HFC,67,direct sunlight,0,2,25,4,59,mainchannel,0,reported in database,39.386467,-121.62785
182,2002-07-18,big bar,HFC,67,direct sunlight,0,2,25,4,59,mainchannel,0,assigned based on similar location,39.385917,-121.6287
183,2002-07-17,hatchery ditch,LFC,56,direct sunlight,0,2,25,4,17,sidechannel,0,assigned based on similar location,39.516017,-121.558817
183,2002-07-17,hatchery ditch,LFC,56,direct sunlight,0,2,25,4,17,sidechannel,0,reported in database,39.515867,-121.553583
183,2002-07-17,hatchery ditch,LFC,56,direct sunlight,0,2,25,4,17,sidechannel,0,reported in database,39.516017,-121.558817
183,2002-07-17,hatchery ditch,LFC,56,direct sunlight,0,2,25,4,17,sidechannel,0,assigned based on similar location,39.516017,-121.558817
183,2002-07-17,hatchery ditch,LFC,56,direct sunlight,0,2,25,4,17,sidechannel,0,assigned based on similar location,39.516017,-121.558817
183,2002-07-17,hatchery ditch,LFC,56,direct sunlight,0,2,25,4,17,sidechannel,0,assigned based on similar location,39.516017,-121.558817
184,2002-07-17,hatchery riffle,LFC,0,direct sunlight,0,3,25,4,40,mainchannel branch,0,assigned based on similar location,39.515667,-121.554667
184,2002-07-17,hatchery riffle,LFC,0,direct sunlight,0,3,25,4,40,mainchannel branch,0,assigned based on similar location,39.515667,-121.554667
184,2002-07-17,hatchery riffle,LFC,0,direct sunlight,0,3,25,4,40,mainchannel branch,0,assigned based on similar location,39.515667,-121.554667
185,2002-07-17,hatchery riffle,LFC,0,direct sunlight,600,3,25,4,40,mainchannel,0,reported in database,39.515833,-121.553533
185,2002-07-17,hatchery riffle,LFC,0,direct sunlight,600,3,25,4,40,mainchannel,0,assigned based on similar location,39.515667,-121.554667
185,2002-07-17,hatchery riffle,LFC,0,direct sunlight,600,3,25,4,40,mainchannel,0,reported in database,39.515667,-121.554667
186,2002-07-17,auditorium riffle,LFC,0,direct sunlight,0,2,25,4,61,mainchannel,0,reported in database,39.515333,-121.559
186,2002-07-17,auditorium riffle,LFC,0,direct sunlight,0,2,25,4,61,mainchannel,0,reported in database,39.5151,-121.56
186,2002-07-17,auditorium riffle,LFC,0,direct sunlight,0,2,25,4,61,mainchannel,0,assigned based on similar location,39.515333,-121.559
187,2002-07-17,macfarland riffle,HFC,17,direct sunlight,0,1,25,4,65,mainchannel,52,assigned based on similar location,39.375,-121.632333
187,2002-07-17,macfarland riffle,HFC,17,direct sunlight,0,1,25,4,65,mainchannel,52,reported in database,39.375,-121.632333
187,2002-07-17,macfarland riffle,HFC,17,direct sunlight,0,1,25,4,65,mainchannel,52,reported in database,39.37505,-121.632367
187,2002-07-17,macfarland riffle,HFC,17,direct sunlight,0,1,25,4,65,mainchannel,52,assigned based on similar location,39.37505,-121.632367
188,2002-07-22,big hole,HFC,64,direct sunlight,0,0,25,4,45,mainchannel,58,reported in database,39.44335,-121.637133
189,2002-07-22,vance avenue,HFC,16,direct sunlight,6100,3,25,4,59,mainchannel branch,59.5,reported in database,39.45055,-121.639033
189,2002-07-22,vance avenue,HFC,16,direct sunlight,6100,3,25,4,59,mainchannel branch,59.5,assigned based on similar location,39.45055,-121.639033
189,2002-07-22,vance avenue,HFC,16,direct sunlight,6100,3,25,4,59,mainchannel branch,59.5,assigned based on similar location,39.45055,-121.639033
190,2002-07-22,g95,HFC,64,direct sunlight,6100,3,25,4,50,mainchannel branch,57,assigned based on similar location,39.429167,-121.626167
190,2002-07-22,g95,HFC,64,direct sunlight,6100,3,25,4,50,mainchannel branch,57,reported in database,39.429167,-121.626167
191,2002-07-22,goose riffle,HFC,66,direct sunlight,6100,3,25,4,80,mainchannel,55,reported in database,39.405667,-121.61715
191,2002-07-22,goose riffle,HFC,66,direct sunlight,6100,3,25,4,80,mainchannel,55,reported in database,39.405317,-121.616267
191,2002-07-22,goose riffle,HFC,66,direct sunlight,6100,3,25,4,80,mainchannel,55,reported in database,39.403283,-121.618233
191,2002-07-22,goose riffle,HFC,66,direct sunlight,6100,3,25,4,80,mainchannel,55,reported in database,39.4045,-121.617
191,2002-07-22,goose riffle,HFC,66,direct sunlight,6100,3,25,4,80,mainchannel,55,assigned based on similar location,39.403283,-121.618233
192,2002-07-17,gridley riffle,HFC,0,direct sunlight,0,1,25,4,6,sidechannel,49.5,assigned based on similar location,39.354117,-121.630583
193,2002-07-17,cox riffle,HFC,12,direct sunlight,6100,1,25,4,86,mainchannel,47.5,assigned based on similar location,39.33564114789087,-121.63215000396984
194,2002-07-17,shallow riffle,HFC,17,direct sunlight,NA,2,25,4,39,mainchannel branch,47,assigned based on similar location,39.32967570030937,-121.6285435907359
195,2002-07-18,g95,HFC,62,direct sunlight,6100,2,25,4,38,sidechannel,0,assigned based on similar location,39.43085,-121.631033
195,2002-07-18,g95,HFC,62,direct sunlight,6100,2,25,4,38,sidechannel,0,assigned based on similar location,39.43085,-121.631033
195,2002-07-18,g95,HFC,62,direct sunlight,6100,2,25,4,38,sidechannel,0,reported in database,39.431367,-121.6322
195,2002-07-18,g95,HFC,62,direct sunlight,6100,2,25,4,38,sidechannel,0,reported in database,39.43105,-121.632233
195,2002-07-18,g95,HFC,62,direct sunlight,6100,2,25,4,38,sidechannel,0,assigned based on similar location,39.43085,-121.631033
195,2002-07-18,g95,HFC,62,direct sunlight,6100,2,25,4,38,sidechannel,0,assigned based on similar location,39.43085,-121.631033
195,2002-07-18,g95,HFC,62,direct sunlight,6100,2,25,4,38,sidechannel,0,assigned based on similar location,39.43105,-121.632233
195,2002-07-18,g95,HFC,62,direct sunlight,6100,2,25,4,38,sidechannel,0,assigned based on similar location,39.43085,-121.631033
196,2002-07-18,lower hour,HFC,64,direct sunlight,5500,2,25,4,40,mainchannel branch,56,reported in database,39.420667,-121.62566700000001
197,2002-07-18,big hole,HFC,63,direct sunlight,5500,2,25,4,41,mainchannel,57.5,reported in database,39.44335,-121.637133
198,2002-07-23,steep riffle,LFC,62,direct sunlight,600,2,25,4,24,mainchannel,61,reported in database,39.462633,-121.604383
198,2002-07-23,steep riffle,LFC,62,direct sunlight,600,2,25,4,24,mainchannel,61,assigned based on similar location,39.462633,-121.604383
198,2002-07-23,steep riffle,LFC,62,direct sunlight,600,2,25,4,24,mainchannel,61,reported in database,39.463267,-121.604033
198,2002-07-23,steep riffle,LFC,62,direct sunlight,600,2,25,4,24,mainchannel,61,assigned based on similar location,39.462633,-121.604383
199,2002-07-23,robinson riffle,LFC,60,direct sunlight,600,3,25,4,35,mainchannel,61.5,reported in database,39.466317,-121.5987
199,2002-07-23,robinson riffle,LFC,60,direct sunlight,600,3,25,4,35,mainchannel,61.5,reported in database,39.466383,-121.59865
199,2002-07-23,robinson riffle,LFC,60,direct sunlight,600,3,25,4,35,mainchannel,61.5,reported in database,39.466267,-121.599683
199,2002-07-23,robinson riffle,LFC,60,direct sunlight,600,3,25,4,35,mainchannel,61.5,assigned based on similar location,39.466633,-121.598383
199,2002-07-23,robinson riffle,LFC,60,direct sunlight,600,3,25,4,35,mainchannel,61.5,assigned based on similar location,39.466317,-121.5987
200,2002-07-23,robinson riffle,LFC,62,direct sunlight,600,2,25,4,24,sidechannel,61.5,reported in database,39.464917,-121.597617
200,2002-07-23,robinson riffle,LFC,62,direct sunlight,600,2,25,4,24,sidechannel,61.5,reported in database,39.464917,-121.597617
200,2002-07-23,robinson riffle,LFC,62,direct sunlight,600,2,25,4,24,sidechannel,61.5,reported in database,39.464917,-121.597617
200,2002-07-23,robinson riffle,LFC,62,direct sunlight,600,2,25,4,24,sidechannel,61.5,reported in database,39.466033,-121.599667
200,2002-07-23,robinson riffle,LFC,62,direct sunlight,600,2,25,4,24,sidechannel,61.5,assigned based on similar location,39.466033,-121.599667
202,2002-03-21,auditorium riffle,LFC,10,overcast,600,2,25,4,58,mainchannel,66,reported in database,39.515333,-121.559
202,2002-03-21,auditorium riffle,LFC,10,overcast,600,2,25,4,58,mainchannel,66,reported in database,39.5151,-121.56
202,2002-03-21,auditorium riffle,LFC,10,overcast,600,2,25,4,58,mainchannel,66,assigned based on similar location,39.515333,-121.559
203,2002-03-25,big hole,HFC,12,direct sunlight,1200,2,25,4,62,mainchannel branch,58,reported in database,39.4432,-121.636867
203,2002-03-25,big hole,HFC,12,direct sunlight,1200,2,25,4,62,mainchannel branch,58,reported in database,39.4432,-121.636817
203,2002-03-25,big hole,HFC,12,direct sunlight,1200,2,25,4,62,mainchannel branch,58,reported in database,39.439367,-121.637
203,2002-03-25,big hole,HFC,12,direct sunlight,1200,2,25,4,62,mainchannel branch,58,assigned based on similar location,39.439367,-121.637
203,2002-03-25,big hole,HFC,12,direct sunlight,1200,2,25,4,62,mainchannel branch,58,assigned based on similar location,39.44335,-121.637133
204,2002-03-25,shallow riffle,HFC,53.5,overcast,1200,2,25,4,60,mainchannel,47,assigned based on similar location,39.33154115157018,-121.63033927513442
205,2002-03-25,herringer riffle,HFC,54,direct sunlight,1200,2,25,4,65,mainchannel,45,reported in database,39.319,-121.620333
205,2002-03-25,herringer riffle,HFC,54,direct sunlight,1200,2,25,4,65,mainchannel,45,assigned based on similar location,39.316667,-121.6215
206,2002-03-26,vance avenue,HFC,14.5,direct sunlight,1200,2,25,4,62,mainchannel branch,58.5,reported in database,39.45055,-121.639033
206,2002-03-26,vance avenue,HFC,14.5,direct sunlight,1200,2,25,4,62,mainchannel branch,58.5,assigned based on similar location,39.45055,-121.639033
206,2002-03-26,vance avenue,HFC,14.5,direct sunlight,1200,2,25,4,62,mainchannel branch,58.5,assigned based on similar location,39.45055,-121.639033
207,2002-03-26,big hole,HFC,13,direct sunlight,1200,2,25,4,33,mainchannel branch,57.5,reported in database,39.4432,-121.636867
207,2002-03-26,big hole,HFC,13,direct sunlight,1200,2,25,4,33,mainchannel branch,57.5,reported in database,39.4432,-121.636817
207,2002-03-26,big hole,HFC,13,direct sunlight,1200,2,25,4,33,mainchannel branch,57.5,reported in database,39.439367,-121.637
207,2002-03-26,big hole,HFC,13,direct sunlight,1200,2,25,4,33,mainchannel branch,57.5,assigned based on similar location,39.439367,-121.637
207,2002-03-26,big hole,HFC,13,direct sunlight,1200,2,25,4,33,mainchannel branch,57.5,assigned based on similar location,39.44335,-121.637133
208,2002-03-26,g95,HFC,13,direct sunlight,1200,2,25,4,31,sidechannel,57,assigned based on similar location,39.43085,-121.631033
208,2002-03-26,g95,HFC,13,direct sunlight,1200,2,25,4,31,sidechannel,57,assigned based on similar location,39.43085,-121.631033
208,2002-03-26,g95,HFC,13,direct sunlight,1200,2,25,4,31,sidechannel,57,reported in database,39.431367,-121.6322
208,2002-03-26,g95,HFC,13,direct sunlight,1200,2,25,4,31,sidechannel,57,reported in database,39.43105,-121.632233
208,2002-03-26,g95,HFC,13,direct sunlight,1200,2,25,4,31,sidechannel,57,assigned based on similar location,39.43085,-121.631033
208,2002-03-26,g95,HFC,13,direct sunlight,1200,2,25,4,31,sidechannel,57,assigned based on similar location,39.43085,-121.631033
208,2002-03-26,g95,HFC,13,direct sunlight,1200,2,25,4,31,sidechannel,57,assigned based on similar location,39.43105,-121.632233
208,2002-03-26,g95,HFC,13,direct sunlight,1200,2,25,4,31,sidechannel,57,assigned based on similar location,39.43085,-121.631033
209,2002-03-26,hatchery ditch,LFC,50,direct sunlight,22,2,25,4,5,sidechannel,66.6,assigned based on similar location,39.516017,-121.558817
209,2002-03-26,hatchery ditch,LFC,50,direct sunlight,22,2,25,4,5,sidechannel,66.6,reported in database,39.515867,-121.553583
209,2002-03-26,hatchery ditch,LFC,50,direct sunlight,22,2,25,4,5,sidechannel,66.6,reported in database,39.516017,-121.558817
209,2002-03-26,hatchery ditch,LFC,50,direct sunlight,22,2,25,4,5,sidechannel,66.6,assigned based on similar location,39.516017,-121.558817
209,2002-03-26,hatchery ditch,LFC,50,direct sunlight,22,2,25,4,5,sidechannel,66.6,assigned based on similar location,39.516017,-121.558817
209,2002-03-26,hatchery ditch,LFC,50,direct sunlight,22,2,25,4,5,sidechannel,66.6,assigned based on similar location,39.516017,-121.558817
210,2002-03-26,hatchery riffle,LFC,49,direct sunlight,600,2,25,4,45,mainchannel branch,66.6,assigned based on similar location,39.515667,-121.554667
210,2002-03-26,hatchery riffle,LFC,49,direct sunlight,600,2,25,4,45,mainchannel branch,66.6,assigned based on similar location,39.515667,-121.554667
210,2002-03-26,hatchery riffle,LFC,49,direct sunlight,600,2,25,4,45,mainchannel branch,66.6,assigned based on similar location,39.515667,-121.554667
211,2002-03-27,macfarland riffle,HFC,59,direct sunlight,1200,1,25,4,54,mainchannel,52,assigned based on similar location,39.375,-121.632333
211,2002-03-27,macfarland riffle,HFC,59,direct sunlight,1200,1,25,4,54,mainchannel,52,reported in database,39.375,-121.632333
211,2002-03-27,macfarland riffle,HFC,59,direct sunlight,1200,1,25,4,54,mainchannel,52,reported in database,39.37505,-121.632367
211,2002-03-27,macfarland riffle,HFC,59,direct sunlight,1200,1,25,4,54,mainchannel,52,assigned based on similar location,39.37505,-121.632367
212,2002-03-27,big bar,HFC,57,direct sunlight,1200,2,25,4,30,mainchannel,53,reported in database,39.385917,-121.6287
212,2002-03-27,big bar,HFC,57,direct sunlight,1200,2,25,4,30,mainchannel,53,reported in database,39.385917,-121.6287
212,2002-03-27,big bar,HFC,57,direct sunlight,1200,2,25,4,30,mainchannel,53,reported in database,39.386467,-121.62785
212,2002-03-27,big bar,HFC,57,direct sunlight,1200,2,25,4,30,mainchannel,53,assigned based on similar location,39.385917,-121.6287
213,2002-03-27,junkyard riffle,HFC,NA,direct sunlight,1200,3,25,4,47,mainchannel,48.5,reported in database,39.34555,-121.626233
213,2002-03-27,junkyard riffle,HFC,NA,direct sunlight,1200,3,25,4,47,mainchannel,48.5,reported in database,39.345633,-121.626267
214,2002-03-28,lower hour,HFC,58,direct sunlight,1200,2,25,4,47,mainchannel branch,56,reported in database,39.420667,-121.62566700000001
215,2002-03-28,lower hour,HFC,55,direct sunlight,1200,2,25,4,31,mainchannel branch,56,reported in database,39.420667,-121.62566700000001
216,2002-03-28,g95,HFC,66,direct sunlight,1200,2,25,4,50,mainchannel branch,57,assigned based on similar location,39.429167,-121.626167
216,2002-03-28,g95,HFC,66,direct sunlight,1200,2,25,4,50,mainchannel branch,57,reported in database,39.429167,-121.626167
217,2002-07-23,bedrock riffle,LFC,57,direct sunlight,600,3,25,4,78,mainchannel,65.5,reported in database,39.51305,-121.56815
217,2002-07-23,bedrock riffle,LFC,57,direct sunlight,600,3,25,4,78,mainchannel,65.5,assigned based on similar location,39.513056,-121.568139
217,2002-07-23,bedrock riffle,LFC,57,direct sunlight,600,3,25,4,78,mainchannel,65.5,assigned based on similar location,39.51305,-121.56815
217,2002-07-23,bedrock riffle,LFC,57,direct sunlight,600,3,25,4,78,mainchannel,65.5,reported in database,39.5125,-121.569433
217,2002-07-23,bedrock riffle,LFC,57,direct sunlight,600,3,25,4,78,mainchannel,65.5,assigned based on similar location,39.5125,-121.569433
218,2002-07-23,aleck riffle,LFC,60.5,direct sunlight,600,1,25,4,64,mainchannel,63.5,reported in database,39.484433,-121.578983
218,2002-07-23,aleck riffle,LFC,60.5,direct sunlight,600,1,25,4,64,mainchannel,63.5,reported in database,39.48505,-121.579
218,2002-07-23,aleck riffle,LFC,60.5,direct sunlight,600,1,25,4,64,mainchannel,63.5,reported in database,39.4842,-121.57925
218,2002-07-23,aleck riffle,LFC,60.5,direct sunlight,600,1,25,4,64,mainchannel,63.5,assigned based on similar location,39.48505,-121.579
220,2002-07-23,trailer park,LFC,59,direct sunlight,600,2,25,4,0,mainchannel,64,NA,NA,NA
221,2002-07-22,matthews riffle,LFC,60,direct sunlight,5500,1,25,4,96,mainchannel,64,assigned based on similar location,39.49157966172107,-121.5790352595597
221,2002-07-22,matthews riffle,LFC,60,direct sunlight,5500,1,25,4,96,mainchannel,64,reported in database,39.492917,-121.579917
221,2002-07-22,matthews riffle,LFC,60,direct sunlight,5500,1,25,4,96,mainchannel,64,assigned based on similar location,39.492917,-121.579917
222,2002-04-16,steep riffle,LFC,52.5,overcast,600,2,25,4,19,mainchannel,61,reported in database,39.462633,-121.604383
222,2002-04-16,steep riffle,LFC,52.5,overcast,600,2,25,4,19,mainchannel,61,assigned based on similar location,39.462633,-121.604383
222,2002-04-16,steep riffle,LFC,52.5,overcast,600,2,25,4,19,mainchannel,61,reported in database,39.463267,-121.604033
222,2002-04-16,steep riffle,LFC,52.5,overcast,600,2,25,4,19,mainchannel,61,assigned based on similar location,39.462633,-121.604383
223,2002-04-16,robinson riffle,LFC,52,precipitation,600,2,25,4,18,sidechannel,61.5,reported in database,39.464917,-121.597617
223,2002-04-16,robinson riffle,LFC,52,precipitation,600,2,25,4,18,sidechannel,61.5,reported in database,39.464917,-121.597617
223,2002-04-16,robinson riffle,LFC,52,precipitation,600,2,25,4,18,sidechannel,61.5,reported in database,39.464917,-121.597617
223,2002-04-16,robinson riffle,LFC,52,precipitation,600,2,25,4,18,sidechannel,61.5,reported in database,39.466033,-121.599667
